,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Rehnquist Court's Two Federalisms [article],"Young, Ernest A. (Cited 2800 times)","Texas Law Review, Vol. 83, Issue 1 (November 2004), pp. 1-166",234,1,34," Federalism, States, Jurisdiction, Commerce, Commerce Clause, Constitutional Law, Legislation"
0,"Constitutional Avoidance, Resistance Norms, and the Preservation of Judicial Review [article]","Young, Ernest A. (Cited 2800 times)","Texas Law Review, Vol. 78, Issue 7 , pp. 1549-1614",205,1,34," Judicial Review, Constitutional Law, Politics, Legislation"
0,Federalism and the Double Standard of Judicial Review [article],"Baker, Lynn A. (Cited 1522 times); Young, Ernest A. (Cited 2800 times)","Duke Law Journal, Vol. 51, Issue 1 (October 2001), pp. 75-164",190,na,24," Constitutional Law, Jurisdiction, Legal History, Criminal Law and Procedure"
0,Sorting Out the Debate over Customary International Law [article],"Young, Ernest A. (Cited 2800 times)","Virginia Journal of International Law, Vol. 42, Issue 2 (Winter 2002), pp. 365-512",157,10,52," International Law, Jurisdiction, Jurisprudence, Law and Society"
0,The Constitution Outside the Constitution [article],"Young, Ernest A. (Cited 2800 times)","Yale Law Journal, Vol. 117, Issue 3 (December 2007), pp. 408-473",144,1,101," Jurisprudence, Constitutions, Research, States"
0,Two Cheers for Process Federalism [article],"Young, Ernest A. (Cited 2800 times)","Villanova Law Review, Vol. 46, Issue 5 (2001), pp. 1349-1396",128,2,9," Federalism, Judicial Review, Supreme Court of the United States, Jurisdiction, Politics"
0,Judicial Activism and Conservative Politics [article],"Young, Ernest A. (Cited 2800 times)","University of Colorado Law Review, Vol. 73, Issue 4 (2002), pp. 1139-1216",127,na,69," Judges, Politics, Civil Rights, Courts, Voting"
0,Foreign Law and the Denominator Problem [comments],"Young, Ernest A. (Cited 2800 times)","Harvard Law Review, Vol. 119, Issue 1 (November 2005), pp. 148-168",120,na,31," Criminal Law and Procedure, Juveniles, Conflict of Laws, Constitutional Law"
0,"Dual Federalism, Concurrent Jurisdiction, and the Foreign Affairs Exception [article]","Young, Ernest A. (Cited 2800 times)","George Washington Law Review, Vol. 69, Issue 2 (February 2001), pp. 139-188",102,na,33," International Law, Jurisdiction"
0,"Making Federalism Doctrine: Fidelity, Institutional Competence, and Compensating Adjustments [article]","Young, Ernest A. (Cited 2800 times)","William and Mary Law Review, Vol. 46, Issue 5 (March 2005), pp. 1733-1856",96,na,12," Federalism, Jurisdiction, Revolution, Securities, President/Executive Department"
0,Preemption at Sea [article],"Young, Ernest A. (Cited 2800 times)","George Washington Law Review, Vol. 67, Issue 2 (January 1999), pp. 273-398",94,na,11," Maritime Law, Admiralty, Courts, Jurisdiction, Damages, Death, Practice and Procedure, Wrongful Death"
