,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Kingship of Christ: Why Freedom of Belief Is Not Enough [article],"Hauerwas, Stanley (Cited 67 times); Baxter, Michael (Cited 27 times)","DePaul Law Review, Vol. 42, Issue 1 (Fall 1992), pp. 107-128",23,na,4," Constitutional Law, First Amendment, Religion, Religious Freedom, Democracy"
0,Hope in the Life of Thomas More [article],"Hauerwas, Stanley (Cited 67 times); Shaffer, Thomas L. (Cited 1975 times)","Notre Dame Lawyer, Vol. 54, Issue 4 (April 1979), pp. 569-586",22,na,3," Legal History, Professional Ethics, Religion, Biography"
0,Faith in the Republic: A Frances Lewis Law Center Conversation [article],"Hauerwas, Stanley (Cited 67 times); Levinson, Sanford (Cited 4657 times); Tushnet, Mark V. (Cited 2205 times)","Washington and Lee Law Review, Vol. 45, Issue 2 (Spring 1988), pp. 467-534",9,na,na," Democracy, Academic Freedom, Constitutional Law, First Amendment, Bioethics"
0,Christian Practice and the Practice of Law in a World without Foundations [article],"Hauerwas, Stanley (Cited 67 times)","Mercer Law Review, Vol. 44, Issue 3 (Spring 1993), pp. 743-752",7,na,2," Property, Ethics, Medical Ethics, Jurisprudence"
0,The Art of Description: How John Noonan Reasons [article],"Hauerwas, Stanley (Cited 67 times); Church, Richard (Cited 6 times)","Notre Dame Law Review, Vol. 76, Issue 3 (April 2001), pp. 849-864",5,na,1," Contraception, Legal Analysis and Writing, Legal History, Liberty, Judges"
0,On Living between the Times [comments],"Hauerwas, Stanley (Cited 67 times)","Valparaiso University Law Review, Vol. 17, Issue 1 (1983), pp. 57-62",1,na,1," Professional Ethics, Religion, Ethics, Legal Ethics, Legal Profession"
0,A Dialogue between a Theologian and a Lawyer [comments],Theological Argument in Law: Engaging with Stanley Hauerwas,"Law and Contemporary Problems , Vol. 75, Issue 4 (2012), pp. 221-232",na,na,na," Aliens, Religion, Holocaust"
0,Hauerwas on Hauerwas and the Law: Trying to Have Something to Say [comments],Hauerwas on Hauerwas and the Law: Trying to Have Something to Say [comments],"Law and Contemporary Problems , Vol. 75, Issue 4 (2012), pp. 233-256",na,na,4," Religious Freedom, Slavery, States, Legal Profession, Religion"
0,On Being Professionally a Friend [reviews],"Hauerwas, Stanley (Cited 67 times)","Quarterly, Vol. 9, Issue 2 (Summer 1988), pp. 24-26",na,na,na," Philosophy, Ethics, Legal Ethics, Law and Society"
0,"Natural Law, Tragedy, and Theological Ethics [article]","Hauerwas, Stanley (Cited 67 times)","American Journal of Jurisprudence, Vol. 20, pp. 1-19",na,na,8," Legal History, Jurisprudence, Religion"
0,Avenues of Reflection: Opening the Conversation [comments],"Polkinghorne, John; Hauerwas, Stanley (Cited 67 times)","Journal of Law, Philosophy and Culture, Vol. 3, Issue 1 (Spring 2009), pp. 55-62",na,na,na," Legal Education, Psychiatry and Psychology, Ethics, Law and Society, Politics, Science and Technology"
0,"A Worldly Church: Politics, a Theology of the Church, and the Common Good [article]","Hauerwas, Stanley (Cited 67 times)","Journal of Law, Philosophy and Culture, Vol. 3, Issue 1 (Spring 2009), pp. 447-462",na,na,4," Politics, Religion, History, Legislative History"
0,How to Think Theologically about Rights [article],"Hauerwas, Stanley (Cited 67 times)","Journal of Law and Religion, Vol. 30, Issue 3 (2015), pp. 402-413",na,na,10, Human Rights
