,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Corrective Justice and Liability for Increasing Risks [article],"Schroeder, Christopher H. (Cited 639 times)","UCLA Law Review, Vol. 37, Issue 3 (February 1990), pp. 439-478",138,na,22," Liability, Torts, Causation"
0,Rights against Risks [article],"Schroeder, Christopher H. (Cited 639 times)","Columbia Law Review, Vol. 86, Issue 3 (April 1986), pp. 495-562",71,1,12," Regulation, Employment Discrimination, Environmental Law"
0,"Corrective Justice, Liability for Risks, and Tort Law [article]","Schroeder, Christopher H. (Cited 639 times)","UCLA Law Review, Vol. 38, Issue 1 (October 1990), pp. 143-162",44,na,17," Liability, Torts"
0,EPA and the Courts: Twenty Years of Law and Politics [article],"Glicksman, Robert (Cited 1237 times); Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 54, Issue 4 (Autumn 1991), pp. 249-310",39,na,5," Courts, Politics, Democracy, Judicial Review, Agency, Costs"
0,Causes of the Recent Turn in Constitutional Interpretation [article],"Schroeder, Christopher H. (Cited 639 times)","Duke Law Journal, Vol. 51, Issue 1 (October 2001), pp. 307-362",38,na,4," Constitutional Law, Jurisdiction, Remedies, State and Local Government Law, Immunity, Sovereign Immunity, Eleventh Amendment, Federalism"
0,"Rational Choice Versus Republican Moment-Explanations for Environmental Laws, 1969-73 [article]","Schroeder, Christopher H. (Cited 639 times)","Duke Environmental Law & Policy Forum, Vol. 9, Issue 1 (Fall 1998), pp. 29-60",38,na,9," Environment, Interest, Politics, Congress, Legislation, Information Privacy, Privacy"
0,Strategic Regulators and the Choice of Rulemaking Procedures: The Selection of Formal vs. Informal Rules in Regulating Hazardous Waste [article],"Hamilton, James T. (Cited 138 times); Schroeder, Christopher H. (Cited 639 times)","Law and Contemproary Problems, Vol. 57, Issue 2 (Spring 1994), pp. 111-160",28,na,8," Hazardous Waste, Administration Law, Administrative Agencies, War, President/Executive Department"
0,Lost in the Translation: What Environmental Regulation Does That Tort Cannot Duplicate [article],"Schroeder, Christopher H. (Cited 639 times)","Washburn Law Journal, Vol. 41, Issue 3 (Spring 2002), pp. 583-606",28,na,15," Regulation, Judicial Review, Liberty"
0,Cool Analysis Versus Moral Outrage in the Development of Federal Environmental Criminal Law [article],"Schroeder, Christopher H. (Cited 639 times)","William and Mary Law Review, Vol. 35, Issue 1 (Fall 1993), pp. 251-270",26,na,7," Criminal Law, Criminal Law and Procedure, Environment, States"
0,"In the Regulation of Manmade Carcinogens, if Feasibility Analysis is the Answer, What is the Question [reviews]","Schroeder, Christopher H. (Cited 639 times)","Michigan Law Review, Vol. 88, Issue 6 (May 1990), pp. 1483-1505",21,na,3," Regulation, Chemicals"
0,"Environmental Law, Congress, and the Court's New Federalism Doctrine [article]","Schroeder, Christopher H. (Cited 639 times)","Indiana Law Journal, Vol. 78, Issue 1 (Winter/Spring 2003), pp. 413-458",20,na,2," Congress, Environment, Environmental Law, Federalism, Jurisdiction, Commerce, Commerce Clause, Constitutional Law, Endangered Species, Criminal Law"
0,Third Way Environmentalism [article],"Schroeder, Christopher H. (Cited 639 times)","University of Kansas Law Review, Vol. 48, Issue 4 (May 2000), pp. 801-828",20,na,5," Administration Law, Environment, Jurisdiction"
0,Deliberative Democracy's Attempt to Turn Politics into Law [article],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 65, Issue 3 (Summer 2002), pp. 95-132",16,na,9," Democracy, Politics, Political Speech, Treason"
0,"Prophets, Priets, and Pragmatists [article]","Schroeder, Christopher H. (Cited 639 times)","Minnesota Law Review, Vol. 87, Issue 4 (April 2003), pp. 1065-1098",15,na,9," Environment, Law and Society, Religion, Criminal Law and Procedure"
0,Foreword [comments],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 62, Issue 1 (Winter 1999), pp. 1-4",14,na,3," Jurisprudence, Impeachment, Politics"
0,Foreword: The Law of Politics [comments],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 65, Issue 3 (Summer 2002), pp. 1-6",14,na,na," Politics, Democracy, History"
0,Putting Law and Politics in the Right Places - Reforming the Independent Counsel Statute [article],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 62, Issue 1 (Winter 1999), pp. 163-186",13,na,3," Politics, Ethics, Government, Judicial Review, General"
0,Foreword [comments],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 67, Issue 3 (Summer 2004), pp. 1-10",12,na,1," Consumer Protection Law, Dispute Resolution, Judges, Politics, Legal Education, Constitutional Law, President/Executive Department"
0,Foreword [comments],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 54, Issue 4 (Autumn 1991), pp. 1-4",11,na,3," Courts, Environment, Medical Jurisprudence, Torts"
0,Global Warming and the Problem of Policy Innovation: Lessons from the Early Environmental Movement [article],"Schroeder, Christopher H. (Cited 639 times)","Environmental Law , Vol. 39, Issue 2 (Spring 2009), pp. 285-308",9,na,21," Environment, Hazardous Waste, Land Use, Land Use Planning, Renewable Energy, Legislation, Politics"
0,Two Methods for Evaluating Duty to Rescue Proposals [article],"Schroeder, Christopher H. (Cited 639 times)","Law and Contemporary Problems, Vol. 49, Issue 3 (Summer 1986), pp. 181-198",6,na,7," Duty to Rescue, Liability, Torts"
0,Regulating Automobile Pollution: An Environmental Success Story for Democracy [comments],"Schroeder, Christopher H. (Cited 639 times)","Saint Louis University Public Law Review, Vol. 20, Issue 1 (2001), pp. 21-46",6,na,20," Democracy, Pollution, Environment, Environmental Policy, Interest, Politics, Deregulation, Environmental Law"
0,Congress Stories [article],"Schroeder, Christopher H. (Cited 639 times)","Southern California Law Review, Vol. 65, Issue 3 (March 1992), pp. 1531-1568",5,na,3," Congress, Civil Rights, Education, Harassment, Sex, Politics"
0,Some Notes on a Principled Pragmatism [notes],"Schroeder, Christopher H. (Cited 639 times)","California Law Review, Vol. 95, Special Issue (Fall 2007), pp. 1703-1730",4,na,1," Foreign Affairs, Jurisdiction, Stalking, Affirmative Action, Politics, Civil Law, Common Law"
