,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,When War Is Unjust: Being Honest in Just-War Thinking [reviews],"Hauerwas, Stanley M.; Sider, J. Alexander","Journal of Law and Religion, Vol. 16, Issue 2 (2001), pp. 1031-1036",na,na,na,na
