,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,League Control of Market Opportunities: A Perspective on Competition and Cooperation in the Sports Industry [article],"Weistart, John C. (Cited 272 times)","Duke Law Journal, Vol. 1984, Issue 6 (December 1984), pp. 1013-1070",52,1,18," Industry, Sports, Antitrust, Professional Sports, Franchise Relocation, Trade Regulation"
0,"Law School Curriculum: The Process of Reform, The [article]","Weistart, John C. (Cited 272 times)","Duke Law Journal , Vol. 1987, Issue 2 (April 1987), pp. 317-341",31,na,2," Curriculum, Corporations, Legal Education"
0,Requirements and Output Contracts: Quantity Variations under the UCC [article],"Weistart, John C. (Cited 272 times)","Duke Law Journal, Vol. 1973, Issue 3 (August 1973), pp. 599-648",22,7,8," Contracts, Commercial Code, Uniform Commercial Code"
0,Consumer Protection in the Credit Card Industry: Federal Legislative Controls [article],"Weistart, John C. (Cited 272 times)","Michigan Law Review, Vol. 70 , Issue 8 (August 1972), pp. 1475-1544",21,3,7," Consumer Protection, Credit, Industry, Credit Cards"
0,Can Gender Equity Find a Place in Commercialized College Sports [article],"Weistart, John C. (Cited 272 times)","Duke Journal of Gender Law & Policy, Vol. 3, pp. 191-264",21,na,34," Equity, Gender, Sports, Women"
0,Legal Accountability and the NCAA [comments],"Weistart, John C. (Cited 272 times)","Journal of College and University Law, Vol. 10, Issue 2 (Fall 1983-1984), pp. 167-180",21,na,8," Intercollegiate Athletics, National Collegiate Athletic Association, Sports, Antitrust, Compensation, Trade Regulation, Contracts"
0,Player Discipline in Professional Sports: The Antitrust Issues [article],"Weistart, John C. (Cited 272 times)","William and Mary Law Review, Vol. 18, Issue 4 (Summer 1977), pp. 703-740",20,na,20," Antitrust, Discipline, Labor Relations, Professional Sports, Sports, Antitrust and Baseball, Athletics, Labor, Labor Law, Baseball"
0,The Costs of Bankruptcy [article],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 41, Issue 4 (Autumn 1977), pp. 107-122",17,na,3," Bankruptcy, Costs"
0,Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 36, Issue 3 (Summer 1971), pp. 309-310",12,na,1," Historic Preservation, Legislation"
0,Judicial Review of Labor Agreements: Lessons from the Sports Industry [article],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 44, Issue 4 (Autumn 1981), pp. 109-146",11,na,5," Industry, Judicial Review, Labor, Labor Relations, Sports, Antitrust, Professional Sports, Trade Regulation"
0,Judicial Ethics: Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 35, Issue 1 (Winter 1970), pp. 1-2",11,na,2," Ethics, Judges, Professional Ethics"
0,Antitrust Issues in the Regulation of College Sports [article],"Weistart, John C. (Cited 272 times)","Journal of College and University Law, Vol. 5, Issue 2 (1978-1979), pp. 77-96",9,na,8," Antitrust, Regulation, Sports, Television, Athletics, Intercollegiate Athletics"
0,Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 36, Issue 4 (Autumn 1971), pp. 445-448",7,na,1," Discipline, Judges, Judicial Conduct, Police, Evidence"
0,The Interaction of Constitutional Privilege and Statutory Immunity in Bankruptcy Examinations [article],"Weistart, John C. (Cited 272 times)","Minnesota Law Review, Vol. 53, Issue 1 (1968-1969), pp. 29-56",4,na,na," Jurisdiction, Bankruptcy, Criminal Law and Procedure, Politics"
0,Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 38, Issue 1 (Winter-Spring 1973), pp. 1-2",4,na,1," Education, Intercollegiate Athletics, Antitrust, Torts, Sports"
0,Rule-Making in Interscholastic Sports: The Bases of Judicial Review [article],"Weistart, John C. (Cited 272 times)","Journal of Law & Education, Vol. 11, Issue 3 (July 1982), pp. 291-336",3,na,11," Intercollegiate Athletics, Judicial Review, Sports, Constitutional Law, Regulation, Students, Equal Protection"
0,Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 36, Issue 1 (Winter 1971), pp. 1-2",2,na,1," Economic Development, Marketing"
0,Foreword [comments],"Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 36, Issue 2 (Spring 1971), pp. 145-146",2,na,na," Marketing, Economic Development, Legal Aid, Corporations"
0,Foreword [comments],"Everett, Robinson O. (Cited 415 times); Weistart, John C. (Cited 272 times)","Law and Contemporary Problems, Vol. 37, Issue 2 (Spring 1972), pp. 219-220",2,na,1," Comparative Law, Legislation, Academic Freedom"
0,Estate Planning for Qualified Stock Options [article],"Weistart, John C. (Cited 272 times)","Tax Executive, Vol. 20, Issue 2 (January 1968), pp. 153-166",na,na,2," Estate Planning, Compensation, Taxation"
