,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Judging Innocence [article],"Garrett, Brandon L. (Cited 1133 times)","Columbia Law Review , Vol. 108, Issue 1 (January 2008), pp. 55-142",279,65,178," Capital Punishment, Evidence, Statute of Limitations, Criminal Law and Procedure, Law Enforcement, Medical Jurisprudence"
0,Structural Reform Prosecution [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review, Vol. 93, Issue 4 (June 2007), pp. 853-958",150,4,48," Corporations, Criminal Law and Procedure, Remedies, Law and Society, Practice and Procedure, Professional Ethics"
0,The Substance of False Confessions [article],"Garrett, Brandon L. (Cited 1133 times)","Stanford Law Review, Vol. 62, Issue 4 (April 2010), pp. 1051-1118",102,39,282," Criminal Law and Procedure, Law Enforcement and Corrections, Evidence, Law Enforcement"
0,"Innocence, Harmless Error, and Federal Wrongful Conviction Law [article]","Garrett, Brandon L. (Cited 1133 times)","Wisconsin Law Review, Vol. 2005, Issue 1 (2005), pp. 35-114",80,5,78," Criminal Law and Procedure, Sentencing, Judges"
0,Globalized Corporate Prosecutions [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review, Vol. 97, Issue 8 (December 2011), pp. 1775-1876",64,na,41," Comparative Law, Corporations, Business Organizations, Criminal Law and Procedure, International Trade"
0,Aggregation in Criminal Law [article],"Garrett, Brandon L. (Cited 1133 times)","California Law Review, Vol. 95, Issue 2 (April 2007), pp. 383-450",57,na,8," Criminal Law and Procedure, Remedies, Economics, Practice and Procedure"
0,Habeas Corpus and Due Process [article],"Garrett, Brandon L. (Cited 1133 times)","Cornell Law Review, Vol. 98, Issue 1 (November 2012), pp. 47-126",35,2,50," Constitutional Law, Criminal Law and Procedure, Legal History, Military, War and Peace"
0,The Constitutional Standing of Corporations [article],"Garrett, Brandon L. (Cited 1133 times)","University of Pennsylvania Law Review, Vol. 163, Issue 1 (December 2014), pp. 95-164",34,na,35," Business Organizations, Constitutional Law, Corporations, Jurisdiction, Standing, Constitutional Rights"
0,The Corporate Criminal as Scapegoat [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review, Vol. 101, Issue 7 (November 2015), pp. 1789-1854",34,na,43," Corporations, Copyright, Intellectual Property Law, Sex, Sexuality and the Law, Judicial Review"
0,Experimentalist Equal Protection [article],"Garrett, Brandon L. (Cited 1133 times); Liebman, James S. (Cited 1720 times)","Yale Law & Policy Review, Vol. 22, Issue 2 (Spring 2004), pp. 261-328",29,na,10," Equal Protection, Constitutional Law, Legal History, States"
0,Madisonian Equal Protection [article],"Liebman, James S. (Cited 1720 times); Garrett, Brandon L. (Cited 1133 times)","Columbia Law Review, Vol. 104, Issue 4 (May 2004), pp. 837-974",27,1,16," Constitutional Law, Equal Protection, Legal History"
0,Contaminated Confessions Revisited [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review, Vol. 101, Issue 2 (April 2015), pp. 395-454",26,1,48," Criminal Law and Procedure, Evidence, Law Enforcement, Law Enforcement and Corrections"
0,DNA and Due Process [article],"Garrett, Brandon L. (Cited 1133 times)","Fordham Law Review, Vol. 78, Issue 6 (May 2010), pp. 2919-2960",25,1,21," Evidence, Fourteenth Amendment, Science and Technology, Criminal Law and Procedure, Post-Conviction Remedies"
0,Criminal Justice Collapse: The Constitution after Hurricane Katrina [article],"Garrett, Brandon L. (Cited 1133 times); Tetlow, Tania (Cited 65 times)","Duke Law Journal, Vol. 56, Issue 1 (October 2006), pp. 127-178",25,na,23," Criminal Law and Procedure, Disaster Law, Sentencing, Torts"
0,Corporate Confessions [article],"Garrett, Brandon L. (Cited 1133 times)","Cardozo Law Review, Vol. 30, Issue 3 (December 2008), pp. 917-948",22,na,22," Criminal Law and Procedure, Corporations"
0,Aggregation and Constitutional Rights [article],"Garrett, Brandon L. (Cited 1133 times)","Notre Dame Law Review, Vol. 88, Issue 2 (December 2012), pp. 593-648",22,na,11," Constitutional Rights, Class Actions, Remedies, Civil Rights"
0,Accuracy in Sentencing [article],"Garrett, Brandon L. (Cited 1133 times)","Southern California Law Review, Vol. 87, Issue 3 (March 2014), pp. 499-544",12,na,9," Sentencing, Congress, Courts, Constitutional Rights"
0,Validating the Right to Counsel [article],"Garrett, Brandon L. (Cited 1133 times)","Washington and Lee Law Review, Vol. 70, Issue 2 (Spring 2013), pp. 927-960",12,na,21," Professional Ethics, Criminal Law and Procedure, Legal Profession"
0,Remaining Silent after Salinas [article],"Garrett, Brandon L. (Cited 1133 times)","University of Chicago Law Review Dialogue, Vol. 80, pp. 116-129",10,na,10," Criminal Law and Procedure, Law Enforcement and Corrections, Law Enforcement"
0,Cumulative Constitutional Rights [article],"Abrams, Kerry (Cited 495 times); Garrett, Brandon L. (Cited 1133 times)","Boston University Law Review, Vol. 97, Issue 4 (July 2017), pp. 1309-1356",9,na,32," Constitutional Law, Constitutional Rights, Jurisprudence, Employment, Human Rights Law, Immigration Law, Juveniles"
0,The Rise of Bank Prosecutions [article],"Garrett, Brandon L. (Cited 1133 times)","Yale Law Journal Forum, Vol. 126, pp. 33-56",7,na,15," Administration Law, Crimes, Business Organizations, Dispute Resolution, Interest, Law and Society, Settlements"
0,The Metamorphosis of Corporate Criminal Prosecutions [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review Online, Vol. 101, pp. 60-72",7,na,23," Business Organizations, Criminal Law and Procedure, Constitutional Law, Corporations"
0,DNA and Distrust [article],"Abrams, Kerry (Cited 495 times); Garrett, Brandon L. (Cited 1133 times)","Notre Dame Law Review, Vol. 91, Issue 2 (December 2015), pp. 757-814",7,4,95," Medical Jurisprudence, Science and Technology, Criminal Law and Procedure, Evidence"
0,Constitutional Regulation of Forensic Evidence [article],"Garrett, Brandon L. (Cited 1133 times)","Washington and Lee Law Review, Vol. 73, Issue 3 (Summer 2016), pp. 1147-1188",6,na,59," Evidence, Medical Jurisprudence, Regulation, Jurisprudence"
0,Eyewitness Identifications and Police Practices: A Virginia Case Study [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Journal of Criminal Law, Vol. 2, Issue 1 (2014), pp. 1-24",6,na,20," Criminal Law and Procedure, Evidence, Science and Technology, Law Enforcement and Corrections"
0,The American Death Penalty Decline [article],"Garrett, Brandon L. (Cited 1133 times); Jakubow, Alexander (Cited 6 times); Desai, Ankur (Cited 6 times)","Journal of Criminal Law and Criminology, Vol. 107, Issue 4 (Fall 2017), pp. 561-642",6,na,162," Death, Race and Ethnicity"
0,Big Data and Due Process [article],"Garrett, Brandon L. (Cited 1133 times)","Cornell Law Review Online, Vol. 99-100, pp. 207-216",5,na,43," Criminal Law and Procedure, Information Privacy, Law Enforcement, Constitutional Law, Consumer Protection Law, Insurance Law"
0,Why Plea Bargains Are Not Confessions [article],"Garrett, Brandon L. (Cited 1133 times)","William & Mary Law Review, Vol. 57, Issue 4 (March 2016), pp. 1415-1444",5,na,63," Confessions, International Criminal Law, Sentencing"
0,Interrogation Policies [article],"Garrett, Brandon L. (Cited 1133 times)","University of Richmond Law Review, Vol. 49, Issue 3 (March 2015), pp. 895-920",4,na,47," Law Enforcement, Criminal Law and Procedure, Law Enforcement and Corrections, Evidence"
0,Constitutional Law and the Law of Evidence [article],"Garrett, Brandon L. (Cited 1133 times)","Cornell Law Review, Vol. 101, Issue 1 (November 2015), pp. 57-122",3,1,27," Constitutional Law, Criminal Law and Procedure, Evidence, Courts"
0,Bad Hair: The Legal Response to Mass Forensic Errors [article],"Garrett, Brandon L. (Cited 1133 times)","Litigation, Vol. 42, Issue 4 (Summer 2016), pp. 32-36",3,na,10," Criminal Law and Procedure, Evidence, Law Enforcement and Corrections, Science and Technology, Judges, Law Enforcement"
0,Trial and Error: Learning from Patterns of Mistakes [article],"Garrett, Brandon L. (Cited 1133 times)","Criminal Justice, Vol. 26, Issue 4 (Winter 2012), pp. 30-42",2,na,16," Law Enforcement and Corrections, Evidence, Criminal Law and Procedure"
0,The Banality of Wrongful Executions [reviews],"Garrett, Brandon L. (Cited 1133 times)","Michigan Law Review, Vol. 112, Issue 6 (April 2014), pp. 979-992",2,na,12," Criminal Law and Procedure, Medical Jurisprudence, Law and Society, Remedies"
0,Constitutional Reasonableness [article],"Garrett, Brandon L. (Cited 1133 times)","Minnesota Law Review, Vol. 102, Issue 1 (November 2017), pp. 61-126",2,na,54," Jurisprudence, Criminal Law and Procedure"
0,False Confessions [article],"Garrett, Brandon L. (Cited 1133 times)","Litigation, Vol. 37, Issue 4 (Summer 2011), pp. 54-58",2,na,28," Criminal Law and Procedure, Evidence, Military, War and Peace, Law Enforcement and Corrections, Juveniles"
0,The Myth of the Reliability Test [article],"Garrett, Brandon L. (Cited 1133 times); Fabricant, M. Chris (Cited 49 times)","Fordham Law Review, Vol. 86, Issue 4 (March 2018), pp. 1559-1600",2,na,47," Administration Law, Agency, Evidence, Science and Technology, Expert Witnesses, Revolution, Witnesses"
0,The Public Interest in Corporate Settlements [article],"Garrett, Brandon L. (Cited 1133 times)","Boston College Law Review, Vol. 58, Issue 5 (November 2017), pp. 1483-1544",2,na,45," Business Organizations, Dispute Resolution, Law and Society, Corporations, Criminal Law and Procedure, International Trade"
0,The Proficiency of Experts [article],"Garrett, Brandon L. (Cited 1133 times); Mitchell, Gregory (Cited 966 times)","University of Pennsylvania Law Review, Vol. 166, Issue 4 (March 2018), pp. 901-960",1,na,79," Criminal Law and Procedure, Evidence, Medical Jurisprudence, Science and Technology"
0,Judges and Wrongful Convictions [article],"Garrett, Brandon L. (Cited 1133 times)","Court Review, Vol. 48, Issue 4 (2012), pp. 132-137",1,na,61," Evidence, Science and Technology, Criminal Law and Procedure"
0,Patterns of Errors [comments],"Garrett, Brandon L. (Cited 1133 times)","Harvard Law Review Forum, Vol. 130, Issue 7 (May 2017), pp. 287-298",1,na,13," Jurisdiction, Criminal Law and Procedure, Torts"
0,The Crime Lab in the Age of the Genetic Panopticon [reviews],"Garrett, Brandon L. (Cited 1133 times)","Michigan Law Review, Vol. 115, Issue 6 (April 2017), pp. 979-1000",1,na,33," Criminal Law and Procedure, Evidence, Science and Technology, Judges, Law Enforcement"
0,Introduction: New England Law Review Symposium on Convicting the Innocent [comments],"Garrett, Brandon L. (Cited 1133 times)","New England Law Review, Vol. 46, Issue 4 (Summer 2012), pp. 671-688",1,na,23," Law Enforcement and Corrections, Identification, Criminal Law"
0,Evidence-Informed Criminal Justice [comments],"Garrett, Brandon L. (Cited 1133 times)","George Washington Law Review, Vol. 86, Issue 6 (November 2018), pp. 1490-1524",1,na,13," Sentencing and Punishment, Courts, Criminal Law and Procedure, Comparative Law"
0,Applause for the Plausible [article],"Garrett, Brandon L. (Cited 1133 times)","University of Pennsylvania Law Review Online, Vol. 162, pp. 221-230",1,2,3," Pleadings, Courts, Practice and Procedure, Employment"
0,Towards an International Right to Claim Innocence [comments],"Garrett, Brandon L. (Cited 1133 times)","California Law Review, Vol. 105, Issue 4 (August 2017), pp. 1173-1222",1,na,31," Comparative Law, Criminal Law and Procedure, Human Rights Law, Sentencing, Medical Jurisprudence"
0,Habeas Corpus Standing Alone: A Reply to Lee B. Kovarsky and Stephen I. Vladeck [comments],"Garrett, Brandon L. (Cited 1133 times)","Cornell Law Review Online, Vol. 98, pp. 35-42",na,na,3," Criminal Law and Procedure, Military, War and Peace, Remedies, Fourteenth Amendment, Law Enforcement and Corrections"
0,The Myth of the Presumption of Innocence [article],"Garrett, Brandon L. (Cited 1133 times)","Texas Law Review See Also, Vol. 94, pp. 178-187",na,na,31," Criminal Law and Procedure, Comparative Law, Criminal Procedure, Presumptions"
0,The Boom and Bust of American Imprisonment [reviews],"Garrett, Brandon L. (Cited 1133 times)","Texas Law Review, Vol. 96, Issue 1 (November 2017), pp. 163-180",na,na,40," Business Organizations, Sentencing and Punishment, Corporations, Criminal Law and Procedure"
0,The Reliable Application of Fingerprint Evidence [article],"Garrett, Brandon L. (Cited 1133 times)","UCLA Law Review Discourse, Vol. 66, pp. 64-79",na,na,27," Evidence, Criminal Law and Procedure, Science and Technology"
0,A Pioneer in Forensic Science Reform: The Work of Paul Giannelli [notes],"Garrett, Brandon L. (Cited 1133 times)","Case Western Reserve Law Review, Vol. 68, Issue 3 (Spring 2018), pp. 681-684",na,na,7," Biography, Evidence, Legal Education, Science and Technology, Medical Jurisprudence, Psychiatry and Psychology, Scientific Evidence"
0,Unconstitutionally Illegitimate Discrimination [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review, Vol. 104, Issue 8 (December 2018), pp. 1471-1528",na,na,24," Civil Rights, First Amendment"
0,United States v. Goliath [article],"Garrett, Brandon L. (Cited 1133 times)","Virginia Law Review in Brief, Vol. 93, pp. 105-114",na,na,7," Corporations, Criminal Law and Procedure, Business Organizations, Law and Society, Practice and Procedure, Professional Ethics"
0,"Speakers/Presentations:Introduction: Symposium on Forensics, Statistics, and Law [comments] *new*","Garrett, Brandon L. (Cited 1133 times)","Virginia Journal of Criminal Law, Vol. 6, Issue 2 (2018), pp. 1-7",na,na,na," Judges, Law Enforcement, Science and Technology, Medical Jurisprudence, Evidence"
0,Eyewitnesses and Exclusion [article],"Garrett, Brandon L. (Cited 1133 times)","Vanderbilt Law Review, Vol. 65, Issue 2 (March 2012), pp. 449-506",na,na,54," States, Evidence, Fourteenth Amendment, Law Enforcement and Corrections, Law and Society"
0,The State of the Death Penalty [article],"Desai, Ankur (Cited 6 times); Garrett, Brandon L. (Cited 1133 times)","Notre Dame Law Review, Vol. 94, Issue 3 (January 2019), pp. 1255-1312",na,na,13," Race and Ethnicity, Law and Society, Sentencing and Punishment"
0,Forensic Fail: Introduction [comments],"Garrett, Brandon L. (Cited 1133 times)","Judicature, Vol. 102, Issue 1 (Spring 2018), pp. 15-17",na,na,na," Evidence, Courts, Testimony, Medical Jurisprudence, Regulation"
0,Rare as Hens' Teeth: The New Geography of the American Death Penalty [article],"Garrett, Brandon L. (Cited 1133 times)","Human Rights, Vol. 42, Issue 2 (2016), pp. 2-9",na,na,10," Race and Ethnicity, Law and Society, Criminal Law and Procedure"
