,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Two Paradigms of Jurisdiction [article],"Michaels, Ralf (Cited 399 times)","Michigan Journal of International Law, Vol. 27, Issue 4 (Summer 2006), pp. 1003-1070",47,na,83," International Law, Jurisdiction, Comparative Law, Bankruptcy, Consumer Credit"
0,"The Re-State-ment of Non-State Law: The State, Choice of Law, and the Challenge from Global Legal Pluralism [article]","Michaels, Ralf (Cited 399 times)","Wayne Law Review, Vol. 51, Issue 3 (Fall 2005), pp. 1209-1260",47,na,134," Choice of Law, Conflict of Laws, Jurisprudence, Democracy, Political Science"
0,Foreword [comments],"Knop, Karen (Cited 250 times); Michaels, Ralf (Cited 399 times); Riles, Annelise (Cited 291 times)","Law and Contemporary Problems, Vol. 71, Issue 3 (Summer 2008), pp. 1-18",46,na,6," Conflict of Laws, Revolution, Interest, States, Jurisdiction"
0,"Private Law beyond the State - Europeanization, Globalization, Privatization [article]","Michaels, Ralf (Cited 399 times); Jansen, Nils (Cited 88 times)","American Journal of Comparative Law, Vol. 54, Issue 4 (Fall 2006), pp. 843-890",41,na,29," Jurisprudence, International Law, Rule of Law"
0,The True Lex Mercatoria: Law Beyond the State [article],"Michaels, Ralf (Cited 399 times)","Indiana Journal of Global Legal Studies , Vol. 14, Issue 2 (Summer 2007), pp. 447-468",38,na,90," Dispute Resolution, Arbitration, Commercial Arbitration, Commercial Law, International Commercial Arbitration, Private International Law, Corporations, History"
0,"From Multiculturalism to Technique: Feminism, Culture, and the Conflict of Laws Style [article]","Knop, Karen (Cited 250 times); Michaels, Ralf (Cited 399 times); Riles, Annelise (Cited 291 times)","Stanford Law Review, Vol. 64, Issue 3 (March 2012), pp. 589-656",38,na,78," Conflict of Laws, Feminism, Women, Crimes"
0,"Comparative Law by Numbers - Legal Origins Thesis, Doing Business Reports, and the Silence of Traditional Comparative Law [article]","Michaels, Ralf (Cited 399 times)","American Journal of Comparative Law, Vol. 57, Issue 4 (Fall 2009), pp. 765-796",31,na,100," Comparative Law, Jurisprudence, Legal Education, Economics, Legal Research, Civil Law"
0,The New European Choice-of-Law Revolution [comments],"Michaels, Ralf (Cited 399 times)","Tulane Law Review , Vol. 82, Issue 5 (May 2008), pp. 1607-1644",21,na,64," Choice of Law, Conflict of Laws, Revolution"
0,Conflict of Norms or Conflict of Laws: Different Techniques in the Fragmentation of Public International Law [article],"Michaels, Ralf (Cited 399 times); Paulwelyn, Joost (Cited 18 times)","Duke Journal of Comparative & International Law, Vol. 22, Issue 3 (Spring 2012), pp. 349-376",18,na,117," Dispute Resolution, International Law, International Trade, Treaties, Environment, Environmental Protection"
0,The Mirage of Non-State Governance [article],"Michaels, Ralf (Cited 399 times)","Utah Law Review, Vol. 2010, Issue 1 (2010), pp. 31-46",13,na,17," Politics, International Law"
0,Economics of Law as Choice of Law [article],"Michaels, Ralf (Cited 399 times)","Law and Contemporary Problems, Vol. 71, Issue 3 (Summer 2008), pp. 73-106",9,na,13," Choice of Law, Economics, Conflict of Laws, Consumer Protection"
0,The Second Wave of Comparative Law and Economics [article],"Michaels, Ralf (Cited 399 times)","University of Toronto Law Journal, Vol. 59, Issue 2 (Spring 2009), pp. 197-214",9,na,8," Comparative Law, Economics, Law and Economics, Jurisdiction, Liability, Constitutional Law, Law and Society, Legal Analysis and Writing"
0,Public and Private International Law: German Views on Global Issues [article],"Michaels, Ralf (Cited 399 times)","Journal of Private International Law, Vol. 4, Issue 1 (April 2008), pp. 121-138",8,na,22," International Law, Private International Law, Conflict of Laws, Privatization, Jurisdiction, Jurisprudence"
0,Beyond the State - Rethinking Private Law: Introduction to the Issue [article],"Jansen, Nils (Cited 88 times); Michaels, Ralf (Cited 399 times)","American Journal of Comparative Law, Vol. 56, Issue 3 (Summer 2008), pp. 527-540",5,na,20," International Law, Jurisprudence, Civil Law, Common Law, Private International Law"
0,Public and Private Law in the Global Adjudication System: Three Questions to the Panelists [comments],"Michaels, Ralf (Cited 399 times)","Duke Journal of Comparative & International Law, Vol. 18 , Issue 2 (Spring 2008), pp. 253-258",5,na,6," Obligations, International Law, Private International Law, Rule of Law, Jurisdiction, Jurisprudence"
0,The UNIDROIT Principles as Global Background Law [article],"Michaels, Ralf (Cited 399 times)","Uniform Law Review, Vol. 19, Issue 4 (December 2014), pp. 643-668",4,na,53," International Law, Commercial Law"
0,EU Law as Private International Law - Reconceptualising the Country-of-Origin Principle as Vested-Rights Theory [article],"Michaels, Ralf (Cited 399 times)","Journal of Private International Law, Vol. 2, Issue 2 (October 2006), pp. 195-242",4,na,22," International Law, Jurisprudence, Law, Sources Of, Private International Law, Vested Rights, Commerce, Conflict of Laws, E-Commerce, Choice of Law, Divorce"
0,The Conflicts Restatement and the World [article],"Michaels, Ralf (Cited 399 times)","AJIL Unbound, Vol. 110, pp. 155-160",4,na,6," International Disputes, International Relations, United Nations, Jurisprudence, Legislation, Legal Analysis and Writing"
0,Supplanting Foreign Antitrust [article],"Michaels, Ralf (Cited 399 times)","Law and Contemporary Problems, Vol. 79, Issue 4 (2016), pp. 223-248",3,na,16," Antitrust, Conflict of Laws, Domestic Relations, Juveniles, Sexual Orientation, Democracy, Economics"
0,Internationalizing the New Conflict of Laws Restatement [article],"Michaels, Ralf (Cited 399 times); Whytock, Christopher A. (Cited 328 times)","Duke Journal of Comparative and International Law, Vol. 27, Issue 3 (Spring 2017), pp. 349-360",3,na,28," Conflict of Laws, Legal Analysis and Writing, International Law, International Disputes, International Relations, United Nations"
0,"Three Paradigms of Legal Unification: National, International, Transnational [comments]","Michaels, Ralf (Cited 399 times)","American Society of International Law Proceedings, Vol. 96, pp. 333-336",2,na,2," Private International Law, Sentencing, Treaties, Civil Procedure"
0,Private Lawyer in Disguise: On the Absence of Private Law and Private International Law in Martti Koskenniemi's Work [notes],"Michaels, Ralf (Cited 399 times)","Temple International & Comparative Law Journal, Vol. 27, Issue 2 (Fall 2013), pp. 499-522",2,na,9," Human Rights Law, Biography, International Law, Jurisprudence"
0,Banning Burqas: The Perspective of Postsecular Comparative Law [article],"Michaels, Ralf (Cited 399 times)","Duke Journal of Comparative and International Law, Vol. 28, Issue 2 (Winter 2018), pp. 213-246",1,na,61," Comparative Law, European Court of Human Rights, Human Rights, Women, Religion"
