,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Reconsidering Supervisory Power in Criminal Cases: Constitutional and Statutory Limits on the Authority of the Federal Courts [article],"Beale, Sara Sun (Cited 1104 times)","Columbia Law Review, Vol. 84, Issue 6 (October 1984), pp. 1433-1522",187,22,11," Criminal Law and Procedure, Judges, Courts, Jurisdiction"
0,Too Many and Yet Too Few: New Principles to Define the Proper Limits for Federal Criminal Jurisdiction [article],"Beale, Sara Sun (Cited 1104 times)","Hastings Law Journal, Vol. 46, Issue 4 (April 1995), pp. 979-1018",144,2,11," Criminal Law and Procedure, Sex Offenders, Domestic Relations, Legislation"
0,The Many Faces of Overcriminalization: From Morals and Mattress Tags to Overfederalization [comments],"Beale, Sara Sun (Cited 1104 times)","American University Law Review, Vol. 54, Issue 3 (February 2005), pp. 747-782",119,na,30," Law and Society, Jurisdiction, Corporations"
0,"What's Law Got To Do with It the Political, Social, Psychological and Other Non-Legal Factors Influencing the Development of (Federal) Criminal Law [article]","Beale, Sara Sun (Cited 1104 times)","Buffalo Criminal Law Review, Vol. 1, Issue 1 (1997), pp. 23-66",104,na,38," Criminal Law, Law and Society, Domestic Relations, Juveniles, Punishment"
0,The News Media's Influence on Criminal Justice Policy: How Market-Driven News Promotes Punitiveness [article],"Beale, Sara Sun (Cited 1104 times)","William and Mary Law Review , Vol. 48, Issue 2 (November 2006), pp. 397-482",70,na,275," Communications Law, Criminal Law and Procedure, News Media, Social Networks"
0,"Federalizing Hate Crimes: Symbolic Politics, Expressive Law, Or Tool for Criminal Enforcement [article]","Beale, Sara Sun (Cited 1104 times)","Boston University Law Review, Vol. 80, Issue 5 (December 2000), pp. 1227-1282",65,na,36," Criminal Law and Procedure, Jurisdiction, Constitutional Law, Hate Crimes"
0,Still Tough on Crime - Prospects for Restorative Justice in the United States [article],"Beale, Sara Sun (Cited 1104 times)","Utah Law Review, Vol. 2003, Issue 1 (2003), pp. 413-438",61,na,94," Jurisprudence, Criminal Law and Procedure, Legal Profession, Administration of Justice, Islamic Law, Penology"
0,A Response to the Critics of Corporate Criminal Liability [article],"Beale, Sara Sun (Cited 1104 times)","American Criminal Law Review, Vol. 46, Issue 4 (Fall 2009), pp. 1481-1506",40,na,89," Corporations, Business Organizations, Criminal Law and Procedure, Human Rights Law"
0,Is Corporate Criminal Liability Unique [article],"Beale, Sara Sun (Cited 1104 times)","American Criminal Law Review, Vol. 44, Issue 4 (Fall 2007), pp. 1503-1536",32,na,32," Corporations, Criminal Law and Procedure"
0,What Developments in Western Europe Tell Us about American Critiques of Corporate Criminal Liability [article],"Beale, Sara Sun (Cited 1104 times); Safwat, Adam G. (Cited 34 times)","Buffalo Criminal Law Review, Vol. 8, Issue 1 (2004), pp. 89-164",32,na,10," Comparative Law, Corporations, Criminal Law and Procedure"
