,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Beyond Metaphor: An Analysis of Fiduciary Obligation [article],"DeMott, Deborah A. (Cited 1240 times)","Duke Law Journal , Vol. 1988, Issue 5 (November 1988), pp. 879-924",353,11,112," Contracts, Corporations, Equity, Fiduciaries"
0,The Discrete Roles of General Counsel [comments],"DeMott, Deborah A. (Cited 1240 times)","Fordham Law Review, Vol. 74, Issue 3 (December 2005), pp. 955-982",61,na,44, General
0,Current Issues in Tender Offer Regulation: Lessons from the British [article],"DeMott, Deborah A. (Cited 1240 times)","New York University Law Review, Vol. 58, Issue 5 (November 1983), pp. 945-1029",54,na,5," Regulation, Tender Offers"
0,Perspectives on Choice of Law for Corporate Internal Affairs [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 48, Issue 3 (Summer 1985), pp. 161-198",51,na,19," Choice of Law, Conflict of Laws, Corporations"
0,Self-Dealing Transactions in Nonprofit Corporations [article],"DeMott, Deborah A. (Cited 1240 times)","Brooklyn Law Review, Vol. 59, Issue 1 (1993), pp. 131-148",49,na,25," Corporations, Charities, Organizations, Taxation-Federal Income, Nonprofit Organizations"
0,Foreword [comments],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 41, Issue 3 (Summer 1977), pp. 1-2",46,na,1," Bankruptcy Law, Corporations, Race, Securities"
0,Breach of Fiduciary Duty: On Justifiable Expectations of Loyalty and Their Consequences [article],"DeMott, Deborah A. (Cited 1240 times)","Arizona Law Review, Vol. 48, Issue 4 (2006), pp. 925-956",46,8,169," Remedies, Jurisprudence, Legal Profession"
0,The Lawyer as Agent [article],"DeMott, Deborah A. (Cited 1240 times)","Fordham Law Review, Vol. 67, Issue 2 (November 1998), pp. 301-326",44,4,27," Agency, Confidentiality, Professional Ethics"
0,Disloyal Agents [comments],"DeMott, Deborah A. (Cited 1240 times)","Alabama Law Review, Vol. 58, Issue 5 (2007), pp. 1049-1068",33,na,147," Agency, Labor Law, Professional Ethics, Brokers"
0,Limiting Directors' Liability [article],"DeMott, Deborah A. (Cited 1240 times)","Washington University Law Quarterly, Vol. 66, Issue 2 (1988), pp. 295-324",31,na,14," Corporate Officers, Duty of Care, Incorporation, Liability, Corporations, Torts, Insurance, Insurance Law"
0,Directors' Duties in Management Buyouts and Leveraged Recapitalizations [article],"DeMott, Deborah A. (Cited 1240 times)","Ohio State Law Journal, Vol. 49, Issue 2 (1988), pp. 517-558",27,2,6," Commercial Law, Corporations, Bankruptcy"
0,Puzzles and Parables: Defining Good Faith in the MBO Context [article],"DeMott, Deborah A. (Cited 1240 times)","Wake Forest Law Review, Vol. 25, Issue 1 (1990), pp. 15-36",25,na,3," Good Faith, Corporations"
0,Fiduciary Preludes: Likely Issues for LLCs [article],"DeMott, Deborah A. (Cited 1240 times)","University of Colorado Law Review, Vol. 66, Issue 4 (1995), pp. 1043-1064",24,na,10," Liability, Limited Partnerships, Partnerships, General, Business Organizations"
0,Introduction--The Biggest Deal Ever [comments],"DeMott, Deborah A. (Cited 1240 times)","Duke Law Journal, Vol. 1989, Issue 1 (February 1989), pp. 1-26",19,na,14," Corporations, Securities, Insurance, Life Insurance"
0,The Mechanisms of Control [article],"DeMott, Deborah A. (Cited 1240 times)","Connecticut Journal of International Law, Vol. 13, Issue 2 (Spring 1999), pp. 233-256",18,2,13," Agency, Indemnification, Corporations, Interest"
0,Foreword [comments],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 56, Issue 1 (Winter 1993), pp. 1-6",18,na,8," Equity, Jurisprudence, Banking, Regulation, Pensions, Retirement"
0,Foreword [comments],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 56, Issue 3 (Summer 1993), pp. 1-6",18,na,4," Domestic Relations, Judges, Property, Remedies, Equity, Jurisprudence, Public Law"
0,Oraganizational Incentives to Care about the Law [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 60, Issue 4 (Autumn 1997), pp. 39-66",18,na,3," Securities, Torts, Corporations, Criminal Law and Procedure"
0,Agency and the Unincorporated Firm: Reflections on Design on the Same Plane of Interest [article],"DeMott, Deborah A. (Cited 1240 times)","Washington and Lee Law Review, Vol. 54, Issue 2 (1997), pp. 595-612",16,na,1," Agency, Interest, General, Taxation"
0,Fiduciary Obligation under Intellectual Siege: Contemporary Challenges to the Duty to be Loyal [article],"DeMott, Deborah A. (Cited 1240 times)","Osgoode Hall Law Journal, Vol. 30, Issue 2 (Summer 1992), pp. 471-498",16,na,9," Wildlife, Animals, Developing Countries, Environmental Protection, Obligations"
0,Pac-Man Tender Offers [comments],"DeMott, Deborah A. (Cited 1240 times)","Duke Law Journal , Vol. 1983, Issue 1 (February 1983), pp. 116-132",15,na,4," Tender Offers, Corporations, Business Judgment Rule, Securities"
0,A Revised Prospectus for a Third Restatement of Agency [notes],"DeMott, Deborah A. (Cited 1240 times)","U.C. Davis Law Review, Vol. 31, Issue 4 (Summer 1998), pp. 1035-1064",15,na,10, Agency
0,Trust and Tension Within Corporations [article],"DeMott, Deborah A. (Cited 1240 times)","Cornell Law Review, Vol. 81, Issue 6 , pp. 1308-1337",14,na,2," Corporations, Economics, Business Organizations"
0,Causation in the Fiduciary Realm [article],"DeMott, Deborah A. (Cited 1240 times)","Boston University Law Review, Vol. 91, Issue 3 (May 2011), pp. 851-872",14,na,17," Causation, Remedies, Accounting, Liability, Taxation, Equity, Forfeiture, Jurisdiction, Legal History, Practice and Procedure"
0,Demand in Derivative Actions: Problems of Interpretation and Function [article],"DeMott, Deborah A. (Cited 1240 times)","U.C. Davis Law Review, Vol. 19, Issue 2 (Winter 1986), pp. 461-496",14,4,6," Civil Procedure, Corporate Officers, Derivative Actions, Federal Rules of Civil Procedure, Stocks, Investment, Procedure, Standing"
0,Forum-Selection Bylaws Refracted through an Agency Lens [article],"DeMott, Deborah A. (Cited 1240 times)","Arizona Law Review, Vol. 57, Issue 1 (2015), pp. 269-298",14,1,14," Contracts, Dispute Resolution, Business Organizations, Conflict of Laws"
0,The Figure in the Landscape: A Comparative Sketch of Directors' Self-Interested Transactions [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 62, Issue 3 (Summer 1999), pp. 243-272",13,na,7," Comparative Law, Corporations, Procedure, Securities, States, Politics, Business Judgment Rule"
0,Guests at the Table: Independent Directors in Family-Influenced Public Companies [article],"DeMott, Deborah A. (Cited 1240 times)","Journal of Corporation Law, Vol. 33, Issue 4 (Summer 2008), pp. 819-864",12,1,11," Corporations, Suretyship and Guaranty, Voting, Estates, Jurisdiction, Trusts"
0,When Is a Principal Charged with an Agent's Knowledge [article],"DeMott, Deborah A. (Cited 1240 times)","Duke Journal of Comparative & International Law, Vol. 13, Issue 3 (Summer 2003), pp. 291-320",11,na,21," Agency, Interest, Negligence"
0,Oppressed but Not Betrayed: A Comparative Assessment of Canadian Remedies for Minority Shareholders and other Corporate Constituents [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 56, Issue 1 (Winter 1993), pp. 181-222",10,na,4," Comparative Law, Corporations, Minority Shareholders, Remedies, Judicial Discretion"
0,Agency Principles and Large Block Shareholders [article],"DeMott, Deborah A. (Cited 1240 times)","Cardozo Law Review, Vol. 19, Issues 1-2 (September-November 1997), pp. 321-340",10,na,7," Banking, Science and Technology, Securities, Business Organizations, Criminal Law and Procedure"
0,Relationships of Trust and Confidence in the Workplace [article],"DeMott, Deborah A. (Cited 1240 times)","Cornell Law Review, Vol. 100, Issue 6 (September 2015), pp. 1255-1280",9,na,109," Business Organizations, Employment, Employment Practice, Labor Law, War"
0,Down the Rabbit-Hole and into the Nineties: Issues of Accountability in the Wake of Eighties--Style Transactions in Control [article],"DeMott, Deborah A. (Cited 1240 times)","George Washington Law Review, Vol. 61, Issue 4 (April 1993), pp. 1130-1155",8,na,3," Conflict of Laws, Corporations, Remedies"
0,"Shareholder Litigation in Australia and the United States: Common Problems, Uncommon Solutions [article]","DeMott, Deborah A. (Cited 1240 times)","Sydney Law Review, Vol. 11, Issue 2 (March 1987), pp. 259-305",7,na,7," States, Close Corporations, Corporations, Minority Shareholders, Remedies"
0,Our Partners' Keepers - Agency Dimensions of Partnership Relationships [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 58, Issue 2 (Spring 1995), pp. 109-134",7,na,3," Agency, General, Uniform Partnership Act"
0,Reweaving the Corporate Veil: Management Structure and the Control of Corporate Information [article],"DeMott, Deborah A. (Cited 1240 times)","Law and Contemporary Problems, Vol. 41, Issue 3 (Summer 1977), pp. 182-221",7,na,1," Duty of Care, Revolution, Investigations, Comparative Law, Law and Society"
0,Investing in Work: Wilkes as an Employment Law Case [article],"DeMott, Deborah A. (Cited 1240 times)","Western New England Law Review, Vol. 33, Issue 2 (2011), pp. 497-530",7,na,2," Employment, Labor Law, Ownership, Corporations"
