,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Markets and Sovereignty [article],"Blocher, Joseph (Cited 581 times); Gulati, Mitu (Cited 1596 times)","Osgoode Hall Law Journal, Vol. 54, Issue 2 (2017), pp. 465-490",1,na,17," International Law, Politics, Banking, Bankruptcy Law, Consumer Protection Law, Economics, Legal History, Legislation, Second Amendment, Trade Regulation"
0,Reputation as Property in Virtual Economies,"Blocher, Joseph (Cited 581 times)",na,na,na,na,na
0,Reputation as Property in Virtual Economies,"Blocher, Joseph (Cited 581 times)",na,na,na,na,na
0,"Guantanamo Three-Step, The","Blocher, Joseph (Cited 581 times)",na,na,na,na,na
0,Puerto Rico and the Right of Accession [article],"Blocher, Joseph (Cited 581 times); Gulati, Mitu (Cited 1596 times)","Yale Journal of International Law, Vol. 43, Issue 2 (Summer 2018), pp. 229-272",na,1,87," Politics, Rico, Congress, Citizenship, Constitutional Law"
0,Implementing First Amendment Institutionalism [article],"Blocher, Joseph (Cited 581 times)","New England Law Review On Remand, Vol. 47, pp. 43-52",na,na,4, First Amendment
0,What We Fret about When We Fret about Bootstsrapping [article],"Blocher, Joseph (Cited 581 times)","Law and Contemporary Problems , Vol. 75, Issue 3 (2012), pp. 145-156",na,na,2," Legislation, Criminal Law and Procedure"
0,Practice and Precedent in Historical Gloss Games [article],"Blocher, Joseph (Cited 581 times); Lemos, Margaret H. (Cited 538 times)","Georgetown Law Journal Online, Vol. 105, pp. 1-15",na,na,20," Constitutional Conventions, Judges, Jurisdiction, Separation, Separation of Powers, Legal History, Politics"
0,Schrodinger's Cross: The Quantum Mechanics of the Establishment Clause [article],"Blocher, Joseph (Cited 581 times)","Virginia Law Review in Brief, Vol. 96, pp. 51-60",na,na,2," Jurisprudence, First Amendment, Horses, Psychiatry and Psychology, Literature"
0,Property and Speech in Summum [article],"Blocher, Joseph (Cited 581 times)","Northwestern University Law Review Colloquy, Vol. 104, pp. 83-94",na,na,na," Property, Government, Religion"
