,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Implications of the UK Legal Services Act 2007 for US Law Practice and Legal Ethics [article],"Lynk, Myles V.","Professional Lawyer, Vol. 23, Issue 2 (2015), pp. 26-38",6,na,na," Accounting, Legal Profession, Professional Ethics, Science and Technology"
0,The State of Recusal Reform [comments],"Geyh, Charles; Lynk, Myles (Cited 13 times); Peck, Robert S. (Cited 206 times); Clarke, Toni (Cited 4 times)","New York University Journal of Legislation and Public Policy, Vol. 18, Issue 3 (2015), pp. 515-548",4,na,6," Psychiatry and Psychology, Judges, Professional Ethics"
0,Regulating Political Activity: Notes on a Hypothetical Statute to Regulate Presidential Primary and General Election Campaigns [article],"Lynk, Myles V.","Journal of Law & Politics, Vol. 8, Issue 2 (Winter 1992), pp. 259-270",2,na,1," Politics, Congress, Elections, Freedom of Association, Freedom of Speech, Justiciability, Presidency, Separation of Powers"
0,Looking Back to Look Ahead: Race and Law in the Twenty-First Century [article],"Lynk, Myles V.","Human Rights, Vol. 41, Issue 3 (2015), pp. 22-25",1,na,2," Law and Society, Biography, Civil Rights"
0,Introduction [comments],"Lynk, Myles (Cited 13 times)","Human Rights, Vol. 40, Issue 3 (August 2014), pp. [ii]-25",na,na,na," Children, Human Rights Law, Law and Society, Social Welfare Law"
0,Your Bar and You [comments],"Lynk, Myles V.","Washington Lawyer, Vol. 10, Issue 6 (July - August 1996), pp. 6-9",na,na,na," Legal Education, Communications Law, Intellectual Property Law, Computer Law"
0,Lawyers: Issue & Response [comments],"Lynk, Myles V.","Washington Lawyer, Vol. 11, Issue 1 (September/October 1996), pp. 6-8",na,na,1," Best Interests of the Child, Joint Custody"
0,Clients and Lawyers: A Working Relationship [comments],"Lynk, Myles V.","Washington Lawyer, Vol. 11, Issue 2 (November/December 1996), pp. 6-7",na,na,1," Contracts, Legal Profession, Professional Ethics, Legal Writing"
0,Hope and Experience [comments],"Lynk, Myles V.","Washington Lawyer, Vol. 11, Issue 3 (January/Febraury 1997), pp. 6-7",na,na,na," Indian Law, Civil Rights, Employment Discrimination, Law Enforcement and Corrections"
0,"Sense of Community, A [comments]","Lynk, Myles V.","Washington Lawyer, Vol. 11, Issue 4 (March/April 1997), pp. 6-85",na,na,na," Legal Profession, Professional Ethics"
0,Experience and Opportunity [comments],"Lynk, Myles V.","Washington Lawyer, Vol. 11, Issue 5 (May/June 1997), pp. 6-7",na,na,na," Legal Profession, Criminal Law and Procedure"
