,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Bankrupt Rivers [article],"Larson, Rhett (Cited 14 times); Kennedy, Kelly (Cited 7 times)","U.C. Davis Law Review, Vol. 49, Issue 4 (April 2016), pp. 1335-1384",7,na,20," Water, State and Local Government Law, Appropriations, Groundwater, Indian Law"
0,Augmented Water Law [article],"Larson, Rhett (Cited 14 times)","Texas Tech Law Review, Vol. 48, Issue 4 (Summer 2016), pp. 757-778",4,na,13," International Trade, Water"
0,Unclouding Arizona's Water Future [article],"Larson, Rhett (Cited 14 times); Payne, Brian (Cited 3 times)","Arizona State Law Journal, Vol. 49, Issue 2 (Summer 2017), pp. 465-512",3,na,34," State and Local Government Law, Water, Natural Resources Law"
0,New Water for Water Dispute Resolution [article],"Larson, Rhett (Cited 14 times)","Texas A&M Journal of Property Law, Vol. 4, Issue 3 (2018), pp. 193-216",na,na,18," State and Local Government Law, Water, Economics, Securities"
