,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Retroactive Effect of an Overruling Constitutional Decision: Mapp v. Ohio [article],"Bender, Paul (Cited 220 times)","University of Pennsylvania Law Review, Vol. 110, Issue 5 (March 1962), pp. 650-683",106,38,30," Constitutional Law, Practice and Procedure, Abortion, Legislation, Civil Law"
0,The Canadian Charter of Rights and Freedoms and the United States Bill of Rights: A Comparison [article],"Bender, Paul (Cited 220 times)","McGill Law Journal, Vol. 28, Issue 4 (September 1983), pp. 811-866",33,na,11," Politics, Constitutional Law, Judicial Review, Civil Rights, Human Rights"
0,Is the Burger Court Really Like the Warren Court [article],"Bender, Paul (Cited 220 times)","Michigan Law Review, Vol. 82, Issue 4 (February 1984), pp. 635-721",24,na,27," Criminal Law and Procedure, Constitutional Law, Supreme Court of the United States"
0,The Supreme Court of Arizona: Its 1998-99 Decisions [article],"Bender, Paul (Cited 220 times); Anderson, Susan (Cited 15 times); Starkeson, Ellen (Cited 10 times); Pacheco, Anica M. (Cited 10 times)","Arizona State Law Journal, Vol. 32, Issue 1 (Spring 2000), pp. 1-174",10,1,3," Courts, Legal Analysis and Writing"
0,The Arizona Supreme Court: Its 1997-98 Decisions [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 30, Issue 4 (Winter 1998), pp. 875-952",9,na,2," Courts, Constitutional Law, State and Local Government Law"
0,The Constitutionality of Proposed Federal Database Protection Legislation [article],"Bender, Paul (Cited 220 times)","University of Dayton Law Review, Vol. 28, Issue 2 (2002), pp. 143-158",8,na,1," Computer Law, Intellectual Property Law, Legislation"
0,1990 Arizona Repatriation Legislation [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal , Vol. 24, Issue 1 (Spring 1992), pp. 391-418",7,na,2," Environment, Administration Law, Politics, Criminal Law and Procedure"
0,Some Thoughts on the Interpretation of Arizona Constitutional Rights [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 35, Issue 2 (Summer 2003), pp. 295-310",6,na,5," Courts, Constitutional Law"
0,Copyright and the First Amendment after Eldred v. Ashcroft [notes],"Bender, Paul (Cited 220 times)","Columbia Journal of Law & the Arts, Vol. 30, Issue 3-4 (2007), pp. 349-354",4,na,1," First Amendment, Intellectual Property Law, Constitutional Law"
0,Justice O'Connor's Race and Gender Jurisprudence [notes],"Bender, Paul (Cited 220 times); Durkin, Chelsea Sage (Cited 7 times)","Arizona State Law Journal , Vol. 39, Issue 3 (Fall 2007), pp. 829-844",4,na,6," Employment Practice, Race and Ethnicity"
0,Comment on Robert C. Post's Community and the First Amendment [comments],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 29, Issue 2 (Summer 1997), pp. 485-494",3,na,3," Communications Law, Jurisprudence"
0,The Constitutionality of Campaign Finance Legislation: After Buckley v. Valeo [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 34, Issue 4 (Winter 2002), pp. 1105-1114",3,na,4," First Amendment, Politics, Constitutional Law"
0,Judicial Activism under State Constitutions: Boon or Bane [article],"Bender, Paul (Cited 220 times); Maltz, Earl M. (Cited 1654 times)","Rutgers Law Journal, Vol. 21, Issue 4 (Summer 1990), pp. 1113-1126",2,na,1," Courts, Constitutional Rights, Interpreters, Right-to-Work Laws, Constitutional Law"
0,The Arizona Supreme Court and the Arizona Constitution: The First Hundred Years [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 44, Special Issue (Summer 2012), pp. 439-460",1,na,8," Fourteenth Amendment, Politics, Torts, Constitutional Law, Legislation"
0,The Centennial of Arizona's Constitution: An Introduction [article],"Bender, Paul (Cited 220 times)","Arizona State Law Journal, Vol. 44, Special Issue (Summer 2012), pp. 423-426",na,na,3," Constitutional Law, Fourteenth Amendment, Politics, Torts, State and Local Government Law"
0,Justice Stanley Feldman: An Extraordinary Judicial Career [comments],"Bender, Paul (Cited 220 times)","Albany Law Review, Vol. 66, Issue 3 (2003), pp. 593-598",na,na,2," Biography, Judges, Constitutional Law"
