Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
TEI Roundtable No. 12: The Evolving Education of Tax Professionals [article],"Aqunia, Glenn; Blank, Joshua; Holloway, Ian (Cited 23 times); van Raad, Kees (Cited 35 times)",7894,"Tax Executive, Vol. 69, Issue 1 (January/February 2017), pp. 41-52",69 Tax Executive 41 (2017),"Education, Schools, Students, Taxation",na,na,3
