Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Happiness and Punishment [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan (Cited 211 times)",4349,"University of Chicago Law Review, Vol. 76, Issue 3 (Summer 2009), pp. 1037-1082",76 U. Chi. L. Rev. 1037 (2009),"Punishment, Jurisprudence, Law Enforcement and Corrections, Dispute Resolution, Psychiatry and Psychology",61,1,26
Hedonic Adaptation and the Settlement of Civil Lawsuits [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher J. (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",4349,"Columbia Law Review , Vol. 108, Issue 6 (October 2008), pp. 1516-1550",108 Colum. L. Rev. 1516 (2008),"Dispute Resolution, Psychiatry and Psychology, Accounting, Settlements",61,na,31
Valuing Intellectual Property: An Experiment [article],"Buccafusco, Christopher (Cited 590 times); Sprigman, Christopher (Cited 713 times)",4349,"Cornell Law Review, Vol. 96, Issue 1 (November 2010), pp. 1-46",96 Cornell L. Rev. 1 (2010-2011),"Intellectual Property, Intellectual Property Law, Property, Economics, Law and Society",60,na,81
The Creativity Effect [article],"Buccafusco, Christopher (Cited 590 times); Sprigman, Christopher Jon (Cited 125 times)",4349,"University of Chicago Law Review, Vol. 78, Issue 1 (Winter 2011), pp. 31-52",78 U. Chi. L. Rev. 31 (2011),"Economics, Law and Society, Medicare",55,na,39
On the Legal Consequences of Sauces: Should Thomas Keller's Recipes Be Per Se Copyrightable [article],"Buccafusco, Christopher J. (Cited 590 times)",4349,"Cardozo Arts & Entertainment Law Journal, Vol. 24, Issue 3 (2007), pp. 1121-1156",24 Cardozo Arts & Ent. L.J. 1121 (2006-2007),"Intellectual Property Law, Intellectual Property, Property, Property Law, Copyright, Food and Drug Law",47,na,29
Well-Being Analysis vs. Cost-Benefit Analysis [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",4349,"Duke Law Journal, Vol. 62, Issue 8 (May 2013), pp. 1603-1690",62 Duke L.J. 1603 (2012-2013),"Administration Law, Ethics, Law and Society, Economics, Agency",47,na,56
Welfare as Happiness [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",4349,"Georgetown Law Journal, Vol. 98, Issue 6 (August 2010), pp. 1583-1642",98 Geo. L.J. 1583 (2009-2010),"Law and Society, Psychiatry and Psychology, Accounting, Settlements",37,na,19
Experimental Tests of Intellectual Property Laws' Creativity Thresholds [article],"Buccafusco, Christopher (Cited 590 times); Burns, Zachary C. (Cited 33 times); Fromer, Jeanne C. (Cited 736 times); Sprigman, Christopher Jon (Cited 125 times)",4349,"Texas Law Review, Vol. 92, Issue 7 (June 2014), pp. 1921-1980",92 Tex. L. Rev. 1921 (June 2014),"Courts, Intellectual Property, Practice and Procedure, Property, Copyright",32,na,18
Retribution and the Experience of Punishment [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",4349,"California Law Review, Vol. 98, Issue 5 (October 2010), pp. 1463-1496",98 Calif. L. Rev. 1463 (2010),"Jurisprudence, Law Enforcement and Corrections, Punishment, Law and Society",22,na,28
What's a Name Worth: Experimental Tests of the Value of Attribution in Intellectual Property [article],"Sprigman, Christopher Jon (Cited 125 times); Buccafusco, Christopher (Cited 590 times); Burns, Zachary (Cited 21 times)",4349,"Boston University Law Review, Vol. 93, Issue 4 (July 2013), pp. 1389-1436",93 B.U. L. Rev. 1389 (2013),"Intellectual Property, Property, Intellectual Property Law, Property Law, States, Credit",21,na,20
