Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
The Puzzle of Inciting Suicide [article],"Binder, Guyora (Cited 612 times); Chiesa, Luis",4098,"American Criminal Law Review, Vol. 56, Issue 1 (Winter 2019), pp. 65-134",56 Am. Crim. L. Rev. 65 (2019),na,na,na,na
