Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Fiduciary Duties and the Slide towards Insolvency [comments],"Gold, Andrew (Cited 16 times); Swinson, Sidney (Cited 1 times); Reich, Ivan (Cited 1 times)",7402,"DePaul Business & Commercial Law Journal, Vol. 5, Issue 4 (Summer 2007), pp. 667-704",5 DePaul Bus. & Comm. L.J. 667 (2006-2007),"Bankruptcy Law, Torts",1,na,7
