Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
A Legal Labyrinth: Issues Raised by Arizona Senate Bill 1070 [article],"Chin, Gabriel J. (Cited 1924 times); Hessick, Carissa Byrne (Cited 475 times); Massaro, Toni (Cited 1291 times); Miller, Marc L. (Cited 1348 times)",4737,"Georgetown Immigration Law Journal, Vol. 25, Issue 1 (Fall 2010), pp. 47-92",25 Geo. Immigr. L.J. 47 (Fall 2010),55,na,30,na
Appellate Review of Sentencing Decisions [article],"Hessick, Carissa Byrne (Cited 475 times); Hessick, F. Andrew (Cited 477 times)",4737,"Alabama Law Review , Vol. 60, Issue 1 (2008), pp. 1-40",60 Ala. L. Rev. 1 (2008-2009),44,na,12,na
Why Are Only Bad Acts Good Sentencing Factors [article],"Byrne Hessick, Carissa (Cited 475 times)",4737,"Boston University Law Review, Vol. 88, Issue 5 (December 2008), pp. 1109-1164",88 B.U. L. Rev. 1109 (2008),43,na,27,na
Recognizing Constitutional Rights at Sentencing [article],"Hessick, Carissa Byrne (Cited 475 times); Hessick, F. Andrew (Cited 477 times)",4737,"California Law Review, Vol. 99, Issue 1 (February 2011), pp. 47-94",99 Calif. L. Rev. 47 (2011),40,10,17,na
Motive's Role in Criminal Punishment [article],"Hessick, Carissa Byrne (Cited 475 times)",4737,"Southern California Law Review, Vol. 80, Issue 1 (November 2006), pp. 89-150",80 S. Cal. L. Rev. 89 (2006-2007),39,na,45,na
Ineffective Assistance at Sentencing [article],"Hessick, Carissa Byrne (Cited 475 times)",4737,"Boston College Law Review, Vol. 50, Issue 4 (September 2009), pp. 1069-1122",50 B.C. L. Rev. 1069 (2009),37,6,5,na
Disentangling Child Pornography from Child Sex Abuse [article],"Hessick, Carissa Byrne (Cited 475 times)",4737,"Washington University Law Review, Vol. 88, Issue 4 (2011), pp. 853-902",88 Wash. U. L. Rev. 853 (2010-2011),37,12,73,na
Appellate Review of Sentencing Policy Decisions after Kimbrough [article],"Hessick, Carissa Byrne (Cited 475 times)",4737,"Marquette Law Review, Vol. 93, Issue 2 (Winter 2009), pp. 717-750",na,16,5,4,na
"Violence between Lovers, Strangers, and Friends [article]","Hessick, Carissa Byrne (Cited 475 times)",4737,"Washington University Law Review , Vol. 85, Issue 2 (2007), pp. 343-408",85 Wash. U. L. Rev. 343 (2007-2008),16,na,19,na
Double Jeopardy as a Limit on Punishment [article],"Hessick, Carissa Byrne (Cited 475 times); Hessick, F. Andrew (Cited 477 times)",4737,"Cornell Law Review, Vol. 97, Issue 1 (November 2011), pp. 45-86",97 Cornell L. Rev. 45 (2011-2012),15,1,18,na
