Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Ethical Issues in Business and the Lawyer's Role [article],"Rhee, Robert (Cited 7 times); Morgan, Carol (Cited 8 times); Frankel, Tamar (Cited 1213 times); Fagan, Mark (Cited 9 times)",5918,"Transactions: The Tennessee Journal of Business Law, Vol. 12, Special Issue (2011), pp. 37-54",12 Transactions: Tenn. J. Bus. L. 37 (2010-2011),7,na,8,na
