Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Sunset of Quality Control in Modern Trademark Licensing [article],"Calboli, Irene (Cited 140 times)",4936,"American University Law Review , Vol. 57, Issue 2 (December 2007), pp. 341-408",57 Am. U. L. Rev. 341 (2007-2008),37,3,29,na
Trademark Assignment with Goodwill: A Concept Whose Time Has Gone [article],"Calboli, Irene (Cited 140 times)",4936,"Florida Law Review, Vol. 57, Issue 4 (September 2005), pp. 771-842",57 Fla. L. Rev. 771 (2005),34,1,25,na
Expanding the Protection of Geographical Indications of Origin under TRIPS: Old Debate or New Opportunity [article],"Calboli, Irene (Cited 140 times)",4936,"Marquette Intellectual Property Law Review, Vol. 10, Issue 2 (2006), pp. 181-204",10 Marq. Intell. Prop. L. Rev. 181 (2006),22,na,50,na
Market Integration and (the Limits of) the First Sale Rule in North American and European Trademark Law [article],"Calboli, Irene (Cited 140 times)",4936,"Santa Clara Law Review, Vol. 51, Issue 4 (2011), pp. 1241-1282",51 Santa Clara L. Rev. 1241 (2011),13,na,20,na
The Case for a Limited Protection of Trademark Merchandising [article],"Calboli, Irene (Cited 140 times)",4936,"University of Illinois Law Review, Vol. 2011, Issue 3 (2011), pp. 865-914",2011 U. Ill. L. Rev. 865 (2011),10,na,34,na
Trademark Exhaustion in the European Union: Community-Wide or International--The Saga Continues [article],"Calboli, Irene (Cited 140 times)",4936,"Marquette Intellectual Property Law Review, Vol. 6, pp. 47-90",6 Marq. Intell. Prop. L. Rev. 47 (2002),7,na,13,na
"What if, After All, Trademarks Were Traded in Gross [article]","Calboli, Irene (Cited 140 times)",4936,"Michigan State Law Review, Vol. 2008, Issue 1 (Spring 2008), pp. 345-366",na,6,na,6,na
Time to Say Local Cheese and Smile at Geographical Indications of Origin - International Trade and Local Development in the United States [article],"Calboli, Irene (Cited 140 times)",4936,"Houston Law Review, Vol. 53, Issue 2 (2015), pp. 373-420",na,4,na,28,na
A Call for Strengthening the Role of Comparative Legal Analysis in the United States [article],"Calboli, Irene (Cited 140 times)",4936,"St. John's Law Review, Vol. 90, Issue 3 (Fall 2016), pp. 609-638",na,3,na,10,na
Reading the Tea Leaves in Singapore: Who Will Be Left Holding the Bag for Secondary Trademark Infringement on the Internet [article],"Calboli, Irene (Cited 140 times)",4936,"Columbia Journal of Law & the Arts, Vol. 37, Issue 4 (2014), pp. 593-608",37 Colum. J.L. & Arts 593 (2013-2014),2,na,11,na
The Case for a Legislative Amendment against Accessory Copyright for Grey Market Products: What Can the U.S. Learn from Singapore and Australia [article],"Calboli, Irene (Cited 140 times); LaFrance, Mary (Cited 213 times)",4936,"Singapore Journal of Legal Studies, Vol. 2013, Issue 2 (December 2013), pp. 253-277",2013 Sing. J. Legal Stud. 253 (2013),1,na,11,na
Reviewing the (Shrinking) Principle of Trademark Exhaustion in the European Union (Ten Years Later) [article],"Calboli, Irene (Cited 140 times)",4936,"Marquette Intellectual Property Law Review, Vol. 16, Issue 2 (Summer 2012), pp. 257-282",na,1,na,23,na
The Growning Case for Geographic Indications [reviews],"Calboli, Irene (Cited 140 times)",4936,"Jotwell: The Journal of Things We Like (Lots), Vol. 2016, pp. [104]-[106]",na,na,na,na,na
Can Certification Marks Promote Health Related Goals [reviews],"Calboli, Irene (Cited 140 times)",4936,"Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. 1-2",na,na,na,1,na
Foreword [comments],"Calboli, Irene (Cited 140 times)",4936,"Marquette Intellectual Property Law Review, Vol. 10, pp. [i]-[ii]",na,na,na,na,na
"Corporate Strategies, First Sale Rules, and Copyright Misuse: Waiting for Answers from Kirstsaeng v. Wiley and Omega v. Costco (II) [article]","Calboli, Irene (Cited 140 times)",4936,"Northwestern Journal of Technology and Intellectual Property, Vol. 11, Issue 4 (2013), pp. [xxv]-238",11 Nw. J. Tech. & Intell. Prop. [xxv] (2012-2013),na,na,na,na
"The Intricate Relationship between Intellectual Property Exhaustion and Free Movement of Goods in Regional Organizations: Comparing the EU/EEA, NAFTA, and ASEAN [article]","Calboli, Irene (Cited 140 times)",4936,"Queen Mary Journal of Intellectual Property, Vol. 9, Issue 1 (2019), pp. 22-41",na,na,na,na,na
