Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
TEI Roundtable No. 12: The Evolving Education of Tax Professionals [article],"Aqunia, Glenn; Blank, Joshua; Holloway, Ian (Cited 23 times); van Raad, Kees (Cited 35 times)",4048,"Tax Executive, Vol. 69, Issue 1 (January/February 2017), pp. 41-52",na,na,na,3,na
