Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"The Past, Present, and Future of Trans-Substantivity in Federal Civil Procedure [article]","Marcus, David (Cited 444 times)",4257,"DePaul Law Review, Vol. 59, Issue 2 (Winter 2010), pp. 371-430",na,69,na,15,na
Flawed but Noble: Desegregation Litigation and Its Implications for the Modern Class Action [article],"Marcus, David (Cited 444 times)",4257,"Florida Law Review, Vol. 63, Issue 3 (May 2011), pp. 657-718",63 Fla. L. Rev. 657 (2011),60,na,16,na
"The History of the Modern Class Action, Part I: Sturm und Drang, 1953-1980 [article]","Marcus, David (Cited 444 times)",4257,"Washington University Law Review, Vol. 90, Issue 3 (2013), pp. 587-652",na,56,1,39,na
"Erie, the Class Action Fairness Act, and Some Federalism Implications of Diversity Jurisdiction [article]","Marcus, David (Cited 444 times)",4257,"William and Mary Law Review , Vol. 48, Issue 4 (March 2007), pp. 1247-1314",48 Wm. & Mary L. Rev. 1247 (March 2007),55,na,11,na
The Perils of Contract Procedure: A Revised History of Forum Selection Clauses in the Federal Courts [article],"Marcus, David (Cited 444 times)",4257,"Tulane Law Review , Vol. 82, Issue 3 (February 2008), pp. 973-1048",82 Tul. L. Rev. 973 (2007-2008),34,1,19,na
Famine Crimes in International Law [article],"Marcus, David (Cited 444 times)",4257,"American Journal of International Law, Vol. 97, Issue 2 (April 2003), pp. 245-281",97 Am. J. Int'l L. 245 (2003),29,na,na,na
The Federal Rules of Civil Procedure and Legal Realism as a Jurisprudence of Law Reform [article],"Marcus, David (Cited 444 times)",4257,"Georgia Law Review, Vol. 44, Issue 2 (Winter 2010), pp. 433-510",44 Ga. L. Rev. 433 (2009-2010),25,1,15,na
Institutions and an Interpretive Methodology for the Federal Rules of Civil Procedure [article],"Marcus, David (Cited 444 times)",4257,"Utah Law Review, Vol. 2011, Issue 3 (2011), pp. 927-986",2011 Utah L. Rev. 927 (2011),24,na,14,na
Trans-Substantivity and the Processes of American Law [article],"Marcus, David (Cited 444 times)",4257,"Brigham Young University Law Review, Vol. 2013, Issue 5 (2013), pp. 1191-1250",2013 BYU L. Rev. 1191 (2013),22,na,16,na
The Public Interest Class Action [article],"Marcus, David (Cited 444 times)",4257,"Georgetown Law Journal, Vol. 104, Issue 4 (April 2016), pp. 777-834",104 Geo. L.J. 777 (April 2016),21,na,60,na
The Normative Development of Socioeconomic Rights through Supranational Adjudication [article],"Marcus, David (Cited 444 times)",4257,"Stanford Journal of International Law, Vol. 42, Issue 1 (Winter 2006), pp. 53-102",42 Stan. J. Int'l L. 53 (2006),18,na,49,na
From Cases to Litigation to Contract: A Comment on Stability in Civil Procedure [article],"Marcus, David (Cited 444 times)",4257,"Saint Louis University Law Journal, Vol. 56, Issue 4 (Summer 2012), pp. 1231-1268",na,7,na,7,na
Attorneys' Fees and the Social Legitimacy of Class Actions [notes],"Marcus, David (Cited 444 times)",4257,"University of Pennsylvania Law Review PENNumbra, Vol. 159, pp. 157-166",na,6,na,2,na
The Short Life and Long Afterlife of the Mass Tort Class Action [article],"Marcus, David (Cited 444 times)",4257,"University of Pennsylvania Law Review, Vol. 165, Issue 7 (June 2017), pp. 1565-1598",165 U. Pa. L. Rev. 1565 (June 2017),3,na,22,na
Two Models of the Civil Litigant [article],"Marcus, David (Cited 444 times)",4257,"DePaul Law Review, Vol. 64, Issue 2 (Winter 2015), pp. 537-570",na,3,na,1,na
"The History of the Modern Class Action, Part II: Litigation and Legitimacy, 1981-1994 [article]","Marcus, David (Cited 444 times)",4257,"Fordham Law Review, Vol. 86, Issue 4 (March 2018), pp. 1785-1846",86 Fordham L. Rev. 1785 (March 2018),2,na,41,na
Making Adequacy More Adequate [comments],"Marcus, David (Cited 444 times)",4257,"Texas Law Review See Also, Vol. 88, pp. 137-148",na,2,na,1,na
Rethinking Judicial Review of High Volume Agency Adjudication [article],"Gelbach, Jonah B. (Cited 152 times); Marcus, David (Cited 444 times)",4257,"Texas Law Review, Vol. 96, Issue 6 (May 2018), pp. 1097-1162",96 Tex. L. Rev. 1097 (2017-2018),2,na,59,na
Crushed [article],"Gelbach, Jonah B. (Cited 152 times); Marcus, David (Cited 444 times)",4257,"Judicature, Vol. 101, Issue 3 (Autumn 2017), pp. 65-74",101 Judicature 65 (2017),1,1,na,na
"Article III, Remedies, and Representation [article]","Coan, Andrew (Cited 163 times); Marcus, David (Cited 444 times)",4257,"ConLawNOW, Vol. 9, pp. 97-110",na,na,na,9,na
Finding the Civil Trail's Democratic Future after Its Demise [article],"Marcus, David (Cited 444 times)",4257,"Nevada Law Journal, Vol. 15, Issue 3 (Summer 2015), pp. 1523-1558",na,na,2,4,na
