Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Images of Women and Capital Sentencing among Female Offenders: Exploring the Outer Limits of the Eight Amendment and Articulated Theories of Justice [notes],"Carroll, Jenny E. (Cited 98 times)",9071,"Texas Law Review, Vol. 75, Issue 6 , pp. 1413-1454",na,27,na,30,na
The Jury's Second Coming [article],"Carroll, Jenny E. (Cited 98 times)",9071,"Georgetown Law Journal, Vol. 100, Issue 3 (March 2012), pp. 657-708",100 Geo. L.J. 657 (March 2012),20,2,39,na
Nullification as Law [article],"Carroll, Jenny E. (Cited 98 times)",9071,"Georgetown Law Journal, Vol. 102, Issue 3 (March 2014), pp. 579-636",102 Geo. L.J. 579 (March 2014),15,3,63,na
"Rethinking the Constitutional Criminal Procedure of Juvenile Transfer Hearings: Apprendi, Adult Punishment, and Adult Process [article]","Carroll, Jenny E. (Cited 98 times)",9071,"Hastings Law Journal, Vol. 61, Issue 1 (2009-2010), pp. 175-232",61 Hastings L.J. 175 (2009-2010),9,6,7,na
The Jury as Democracy [article],"Carroll, Jenny E. (Cited 98 times)",9071,"Alabama Law Review, Vol. 66, Issue 4 (2015), pp. 825-870",66 Ala. L. Rev. 825 (2015),7,na,49,na
The Resistance Defense [article],"Carroll, Jenny E. (Cited 98 times)",9071,"Alabama Law Review, Vol. 64, Issue 3 (2013), pp. 589-646",64 Ala. L. Rev. 589 (2013),7,na,7,na
Bathroom Laws as Status Crimes [article],"Rushin, Stephen (Cited 220 times); Carroll, Jenny E. (Cited 98 times)",9071,"Fordham Law Review, Vol. 86, Issue 1 (October 2017), pp. 1-46",86 Fordham L. Rev. 1 (October 2017),6,na,84,na
Brain Science and the Theory of Juvenile Mens Rea [article],"Carroll, Jenny E. (Cited 98 times)",9071,"North Carolina Law Review, Vol. 94, Issue 2 (January 2016), pp. 539-600",94 N.C. L. Rev. 539 (2015-2016),6,4,58,na
"Graffiti, Speech, and Crime [article]","Carroll, Jenny E. (Cited 98 times)",9071,"Minnesota Law Review, Vol. 103, Issue 3 (February 2019), pp. 1285-1348",103 Minn. L. Rev. 1285 (2018-2019),1,na,na,na
The Problem with Inference and Juvenile Defendants [article],"Carroll, Jenny E. (Cited 98 times)",9071,"Florida State University Law Review, Vol. 45, Issue 1 (Fall 2017), pp. 1-58",45 Fla. St. U. L. Rev. 1 (2017-2018),na,na,14,na
