Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Body and Soul: Equality, Pregnancy, and the Unitary Right to Abortion [article]","Hendricks, Jennifer S. (Cited 113 times)",932,"Harvard Civil Rights-Civil Liberties Law Review, Vol. 45, Issue 2 (Summer 2010), pp. 329-374",45 Harv. C.R.-C.L. L. Rev. 329 (2010),28,na,64,na
Contingent Equal Protection: Reaching for Equality after Ricci and Pics [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Michigan Journal of Gender and Law, Vol. 16, Issue 2 (2010), pp. 397-452",16 Mich. J. Gender & L. 397 (2009-2010),14,na,1,na
In Defense of the Substance-Procedure Dichotomy [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Washington University Law Review, Vol. 89, Issue 1 (2011), pp. 103-154",89 Wash. U. L. Rev. 103 (2011),14,na,10,na
Women and the Promise of Equal Citizenship [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Texas Journal of Women and the Law, Vol. 8, Issue 1 (Fall 1998), pp. 51-92",8 Tex. J. Women & L. 51 (1998-1999),9,na,2,na
Not of Woman Born: A Scientific Fantasy [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Case Western Reserve Law Review, Vol. 62, Issue 2 (Winter 2011), pp. 399-446",62 Case W. Res. L. Rev. 399 (2011-2012),7,na,27,na
Preemption of Common Law Claims and the Prospects for FIFRA: Justice Stevens Puts the Genie Back in the Bottle [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Duke Environmental Law & Policy Forum, Vol. 15, Issue 1 (Fall 2004), pp. 65-98",15 Duke Envtl. L. & Pol'y F. 65 (2004-2005),7,na,4,na
Fathers and Feminism: The Case against Genetic Entitlement [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Tulane Law Review, Vol. 91, Issue 3 (February 2017), pp. 473-536",91 Tul. L. Rev. 473 (2016-2017),7,na,40,na
"Teaching Values, Teaching Stereotypes: Sex Education and Indoctrination in Public Schools [article]","Hendricks, Jennifer S. (Cited 113 times); Howerton, Dawn Marie (Cited 6 times)",932,"University of Pennsylvania Journal of Constitutional Law, Vol. 13, Issue 3 (March 2011), pp. 587-642",13 U. Pa. J. Const. L. 587 (2010-2011),6,na,62,na
"Converging Trajectories: Interest Convergence, Justice Kennedy, and Jeannie Suk's the Trajectory of Trauma [article]","Hendricks, Jennifer S. (Cited 113 times)",932,"Columbia Law Review Sidebar, Vol. 110, pp. 63-72",110 Colum. L. Rev. Sidebar 63 (2010),4,na,8,na
Renegotiating the Social Contract [reviews],"Hendricks, Jennifer S. (Cited 113 times)",932,"Michigan Law Review, Vol. 110, Issue 6 (April 2012), pp. 1083-1100",na,4,na,9,na
TEACHING CONTROVERSIAL TOPICS [article] *new*,"Burkstrand-Reid, Beth (Cited 3 times); Carbone, June (Cited 1072 times); Hendricks, Jennifer S. (Cited 113 times)",932,"Family Court Review, Vol. 49, Issue 4 (October 2011), pp. 678-684",na,3,na,na,na
Genetic Essentialism in Family Law [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Health Matrix: Journal of Law-Medicine, Vol. 26, pp. 109-122",na,3,na,16,na
We Reserve the Right to Refuse Service to Anyone [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Tennessee Law Review , Vol. 76, Issue 2 (Winter 2009), pp. 417-424",na,2,na,21,na
Undue Burdens in Texas [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Harvard Law Review Forum, Vol. 127, pp. 145-148",127 Harv. L. Rev. F. 145 (2013-2014),1,na,na,na
"The Wages of Genetic Entitlement: The Good, the Bad, and the Ugly in the Rape Survivor Child Custody Act [article]","Hendricks, Jennifer S. (Cited 113 times)",932,"Northwestern University Law Review Online, Vol. 112, pp. 75-84",112 Nw. U. L. Rev. Online 75 (2017-2018),1,na,4,na
"Instead of ENDA, a Course Correction for Title VII [article]","Hendricks, Jennifer S. (Cited 113 times)",932,"Northwestern University Law Review Colloquy, Vol. 103, pp. 209-216",103 Nw. L. Rev. Colloquy 209 (2008-2009),na,na,2,na
Arguing with the Building Inspector about Gender-Neutral Bathrooms [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"Northwestern University Law Review Online, Vol. 113, pp. 77-96",113 Nw. U. L. Rev. Online 77 (2018-2019),na,na,na,na
Essentially a Mother [article],"Hendricks, Jennifer S. (Cited 113 times)",932,"William and Mary Journal of Women and the Law , Vol. 13, Issue 2 (Winter 2007), pp. 429-482",13 Wm. & Mary J. Women & L. 429 (2006-2007),na,na,6,na
