Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Right to Counsel in Collateral Proceedings - Habeas Corpus [article],"Miller, Paul E. (Cited 25 times)",7237,"Howard Law Journal, Vol. 15, Issue 2 (Winter 1969), pp. 200-226",na,14,1,10,na
Preventive Detention - Guide to the Eradication of Individual Rights [article],"Miller, Paul E. (Cited 25 times)",7237,"Howard Law Journal, Vol. 16, Issue 1 (Fall 1970), pp. 1-18",na,11,1,6,na
