Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Technology and the Future of Privacy [article],"Sorkin, David E. (Cited 128 times); Bartow, Anne; Gurwin, Robert S.; Long, Doris Estelle (Cited 167 times)",5399,"John Marshall Journal of Computer and Information Law, Vol. 29, Issue 3 (Spring/Summer 2012), pp. 379-404",na,na,na,10,na
