Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Judging Innocence [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Columbia Law Review , Vol. 108, Issue 1 (January 2008), pp. 55-142",108 Colum. L. Rev. 55 (2008),281,46,170,na
Invalid Forensic Science Testimony and Wrongful Convictions [article],"Garrett, Brandon L. (Cited 1294 times); Neufeld, Peter J. (Cited 356 times)",2376,"Virginia Law Review , Vol. 95, Issue 1 (March 2009), pp. 1-98",95 Va. L. Rev. 1 (2009),175,26,91,na
Structural Reform Prosecution [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Law Review, Vol. 93, Issue 4 (June 2007), pp. 853-958",93 Va. L. Rev. 853 (2007),156,2,56,na
The Substance of False Confessions [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Stanford Law Review, Vol. 62, Issue 4 (April 2010), pp. 1051-1118",62 Stan. L. Rev. 1051 (April 2010),104,39,338,na
Claiming Innocence [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Minnesota Law Review, Vol. 92, Issue 6 (June 2008), pp. 1629-1723",92 Minn. L. Rev. 1629 (2007-2008),95,11,39,na
"Innocence, Harmless Error, and Federal Wrongful Conviction Law [article]","Garrett, Brandon L. (Cited 1294 times)",2376,"Wisconsin Law Review, Vol. 2005, Issue 1 (2005), pp. 35-114",2005 Wis. L. Rev. 35 (2005),81,5,91,na
Remedying Racial Profiling [article],"Garrett, Brandon (Cited 1294 times)",2376,"Columbia Human Rights Law Review, Vol. 33, Issue 1 (Fall 2001 ), pp. 41-148",33 Colum. Hum. Rts. L. Rev. 41 (2001-2002),70,2,98,na
Globalized Corporate Prosecutions [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Law Review, Vol. 97, Issue 8 (December 2011), pp. 1775-1876",97 Va. L. Rev. 1775 (2011),64,na,41,na
Aggregation in Criminal Law [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"California Law Review, Vol. 95, Issue 2 (April 2007), pp. 383-450",95 Calif. L. Rev. 383 (April 2007),57,na,8,na
The Corporate Criminal as Scapegoat [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Law Review, Vol. 101, Issue 7 (November 2015), pp. 1789-1854",101 Va. L. Rev. 1789 (2015),36,na,44,na
Habeas Corpus and Due Process [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Cornell Law Review, Vol. 98, Issue 1 (November 2012), pp. 47-126",98 Cornell L. Rev. 47 (2012-2013),35,2,48,na
The Constitutional Standing of Corporations [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"University of Pennsylvania Law Review, Vol. 163, Issue 1 (December 2014), pp. 95-164",163 U. Pa. L. Rev. 95 (2014-2015),34,na,34,na
Experimentalist Equal Protection [article],"Garrett, Brandon L. (Cited 1294 times); Liebman, James S. (Cited 1722 times)",2376,"Yale Law & Policy Review, Vol. 22, Issue 2 (Spring 2004), pp. 261-328",22 Yale L. & Pol'y Rev. 261 (2004),29,na,11,na
Madisonian Equal Protection [article],"Liebman, James S. (Cited 1722 times); Garrett, Brandon L. (Cited 1294 times)",2376,"Columbia Law Review, Vol. 104, Issue 4 (May 2004), pp. 837-974",104 Colum. L. Rev. 837 (2004),27,1,17,na
Standing While Black: Distinguishing Lyons in Racial Profiling Cases [notes],"Garrett, Brandon (Cited 1294 times)",2376,"Columbia Law Review, Vol. 100, Issue 7 (November 2000), pp. 1815-1846",na,27,2,27,na
Contaminated Confessions Revisited [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Law Review, Vol. 101, Issue 2 (April 2015), pp. 395-454",na,27,1,52,na
Criminal Justice Collapse: The Constitution after Hurricane Katrina [article],"Garrett, Brandon L. (Cited 1294 times); Tetlow, Tania (Cited 68 times)",2376,"Duke Law Journal, Vol. 56, Issue 1 (October 2006), pp. 127-178",na,25,na,25,na
DNA and Due Process [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Fordham Law Review, Vol. 78, Issue 6 (May 2010), pp. 2919-2960",na,25,1,21,na
A Tactical Fourth Amendment [article],"Garrett, Brandon (Cited 1294 times); Stoughton, Seth (Cited 148 times)",2376,"Virginia Law Review, Vol. 103, Issue 2 (April 2017), pp. 211-308",103 Va. L. Rev. 211 (2017),22,na,59,na
Aggregation and Constitutional Rights [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Notre Dame Law Review, Vol. 88, Issue 2 (December 2012), pp. 593-648",88 Notre Dame L. Rev. 593 (2012-2013),22,na,14,na
Corporate Confessions [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Cardozo Law Review, Vol. 30, Issue 3 (December 2008), pp. 917-948",na,22,na,na,na
Validating the Right to Counsel [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Washington and Lee Law Review, Vol. 70, Issue 2 (Spring 2013), pp. 927-960",na,12,na,19,na
Accuracy in Sentencing [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Southern California Law Review, Vol. 87, Issue 3 (March 2014), pp. 499-544",na,12,na,10,na
Remaining Silent after Salinas [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"University of Chicago Law Review Dialogue, Vol. 80, pp. 116-129",80 U. Chi. L. Rev. Dialogue 116 (2013),10,na,10,na
Cumulative Constitutional Rights [article],"Abrams, Kerry (Cited 514 times); Garrett, Brandon L. (Cited 1294 times)",2376,"Boston University Law Review, Vol. 97, Issue 4 (July 2017), pp. 1309-1356",97 B.U. L. Rev. 1309 (2017),9,na,35,na
The Decline of the Virginia (and American) Death Penalty [article],"Garrett, Brandon (Cited 1294 times)",2376,"Georgetown Law Journal, Vol. 105, Issue 3 (March 2017), pp. 661-730",105 Geo. L.J. 661 (2016-2017),7,na,60,na
"How Jurors Evaluate Fingerprint Evidence: The Relative Importance of Match Language, Method Information, and Error Acknowledgment [article]","Garrett, Brandon (Cited 1294 times); Mitchell, Gregory (Cited 980 times)",2376,"Journal of Empirical Legal Studies, Vol. 10, Issue 3 (2013), pp. 484-511",10 J. Empirical Legal Stud. 484 (2013),7,na,20,na
DNA and Distrust [article],"Abrams, Kerry (Cited 514 times); Garrett, Brandon L. (Cited 1294 times)",2376,"Notre Dame Law Review, Vol. 91, Issue 2 (December 2015), pp. 757-814",91 Notre Dame L. Rev. 757 (2015-2016),7,4,84,na
The Metamorphosis of Corporate Criminal Prosecutions [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Law Review Online, Vol. 101, pp. 60-72",na,7,na,22,na
The Rise of Bank Prosecutions [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Yale Law Journal Forum, Vol. 126, pp. 33-56",126 Yale L.J. F. 33 (2016-2017),7,na,19,na
The American Death Penalty Decline [article],"Garrett, Brandon L. (Cited 1294 times); Jakubow, Alexander (Cited 6 times); Desai, Ankur (Cited 6 times)",2376,"Journal of Criminal Law and Criminology, Vol. 107, Issue 4 (Fall 2017), pp. 561-642",na,6,na,178,na
Eyewitness Identifications and Police Practices: A Virginia Case Study [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Virginia Journal of Criminal Law, Vol. 2, Issue 1 (2014), pp. 1-24",2 Va. J. Crim. L. 1 (2014),6,na,24,na
Constitutional Regulation of Forensic Evidence [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Washington and Lee Law Review, Vol. 73, Issue 3 (Summer 2016), pp. 1147-1188",73 Wash. & Lee L. Rev. 1147 (2016),6,na,56,na
Big Data and Due Process [article],"Garrett, Brandon L. (Cited 1294 times)",2376,"Cornell Law Review Online, Vol. 99-100, pp. 207-216",99-100 Cornell L. Rev. Online 207 (2013-2015),5,na,39,na
