Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Is Lawrence Libertarian [article],"Carpenter, Dale (Cited 401 times)",870,"Minnesota Law Review, Vol. 88, Issue 5 (May 2004), pp. 1140-1170",na,71,1,5,na
Expressive Association and Anti-Discrimination Law after Dale: A Tripartite Approach [article],"Carpenter, Dale (Cited 401 times)",870,"Minnesota Law Review, Vol. 85, Issue 6 (June 2001), pp. 1515-1590",na,63,na,9,na
Windsor Productions: Equal Protection from Animus [article],"Carpenter, Dale (Cited 401 times)",870,"Supreme Court Review, Vol. 2013, pp. 183-286",2013 Sup. Ct. Rev. 183 (2013),48,8,25,na
The Unknown Past of Lawrence v. Texas [comments],"Carpenter, Dale (Cited 401 times)",870,"Michigan Law Review, Vol. 102, Issue 7 (June 2004), pp. 1464-1527",na,43,na,23,na
The Antipaternalism Principle in the First Amendment [article],"Carpenter, Dale (Cited 401 times)",870,"Creighton Law Review, Vol. 37, Issue 3 (April 2004), pp. 579-652",na,39,na,4,na
Bad Arguments against Gay Marriage [article],"Carpenter, Dale (Cited 401 times)",870,"Florida Coastal Law Review, Vol. 7, Issue 2 (Fall 2005), pp. 181-220",na,19,na,53,na
Same-Sex Sexual Harassment under Title VII [article],"Carpenter, Dale (Cited 401 times)",870,"South Texas Law Review, Vol. 37, Issue 3 (June 1996), pp. 699-726",37 S. Tex. L. Rev. 699 (1996),16,na,2,na
Judicial Supremacy and Its Discontents [article],"Carpenter, Dale (Cited 401 times)",870,"Constitutional Commentary, Vol. 20, Issue 2 (Summer 2003), pp. 405-436",na,15,na,10,na
Four Arguments against a Marriage Amendment That Even an Opponent of Gay Marriage Should Accept [article],"Carpenter, Dale (Cited 401 times)",870,"University of St. Thomas Law Journal, Vol. 2, Issue 1 (Fall 2004), pp. 71-94",na,14,na,7,na
The Value of Institutions and the Values of Free Speech [comments],"Carpenter, Dale (Cited 401 times)",870,"Minnesota Law Review, Vol. 89, Issue 5 (May 2005), pp. 1407-1415",na,13,na,6,na
A Traditionalist Case for Gay Marriage [notes],"Carpenter, Dale (Cited 401 times)",870,"South Texas Law Review , Vol. 50, Issue 1 (Fall 2008), pp. 93-104",na,12,na,9,na
Free Exercise and Dress Codes: Toward More Consistent Protection of a Fundamental Right [notes],"Carpenter, Dale E. (Cited 401 times)",870,"Indiana Law Journal, Vol. 63, Issue 3 (1987-1988), pp. 601-622",na,10,na,9,na
The Limits of Gaylaw [comments],"Carpenter, Dale (Cited 401 times)",870,"Constitutional Commentary, Vol. 17, Issue 3 (Winter 2000), pp. 603-650",na,8,na,2,na
A Conservative Defense of Romer v. Evans [article],"Carpenter, Dale (Cited 401 times)",870,"Indiana Law Journal , Vol. 76, Issue 2 (Spring 2001), pp. 403-442",76 Ind. L.J. 403 (2001),8,na,5,na
"Institutional Review Boards, Regulatory Incentives, and Some Modest Proposals for Reform [article]","Carpenter, Dale (Cited 401 times)",870,"Northwestern University Law Review, Vol. 101, Issue 2 (2007), pp. 687-706",na,6,na,13,na
Introduction--Keeping Secrets [comments],"Carpenter, Dale (Cited 401 times)",870,"Minnesota Law Review, Vol. 86, Issue 6 (June 2002), pp. 1097-1114",na,6,na,7,na
Bumping the Status Quo: Actual Relief for Actual Victims under Title VII [comments],"Carpenter, Dale (Cited 401 times)",870,"University of Chicago Law Review, Vol. 58, Issue 2 (Spring 1991), pp. 703-732",na,3,na,na,na
Straight Acting [article],"Carpenter, Dale (Cited 401 times)",870,"Minnesota Journal of Law, Science & Technology, Vol. 9, pp. 803-812",9 Minn. J.L. Sci. & Tech. 803 (2008),3,na,8,na
Pride's Progeny: Legal Ramifications of Same-Sex Marriages [article],"Carpenter, Dale (Cited 401 times); Peterson, Sonja Dunnwald (Cited 2 times); Berg, Nancy Zalusky (Cited 2 times); Frey, R. Mark (Cited 2 times)",870,"Bench & Bar of Minnesota, Vol. 71, Issue 1 (January 2014), pp. 20-24",71 Bench & B. Minn. 20 (2014),2,na,1,na
Law Review Correspondence: The View from Way Down under the Manuscripts [comments],"Carpenter, Dale (Cited 401 times)",870,"Connecticut Law Review, Vol. 24, Issue 1 (Fall 1991), pp. 171-174",na,2,na,5,na
Unanimously Wrong [article],"Carpenter, Dale (Cited 401 times)",870,"Cato Supreme Court Review, Vol. 2005-2006, pp. 217-256",na,na,na,5,na
The Unknown Past of Lawrence v. Texas [article],"Carpenter, Dale (Cited 401 times)",870,"Dukeminier Awards - Best Sexual Orientation Law Review, Vol. 4, pp. 1-64",4 Dukeminier Awards: Best Sexual Orientation L. Rev. 1 (2006),na,na,1,na
Does the Texas Homosexual Conduct Law Violate the Fourteenth Amendment (02-102) [article],"Carpenter, Dale (Cited 401 times)",870,"Preview of United States Supreme Court Cases, Vol. 2002-2003, Issue 6 (March 21, 2003), pp. 341-349",na,na,na,3,na
Is the Solomon Amendment Unconstitutional (04-1152) [article],"Carpenter, Dale (Cited 401 times)",870,"Preview of United States Supreme Court Cases, Vol. 2005-2006, Issue 3 (November 28, 2005), pp. 143-147",na,na,na,1,na
A Conservative Defense of Romer v. Evans [article],"Carpenter, Dale (Cited 401 times)",870,"Thurgood Marshall Law Review, Vol. 23, Issue 2 (Spring 1998), pp. 321-350",23 T. Marshall L. Rev. 321 (1997-1998),na,na,4,na
