Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Day to Day Work in Poverty Law in a Metropolitan Area [article],"Miller, Paul T. (Cited 1 times); Shulenberger, Margaret (Cited 2 times)",7237,"UMKC Law Review, Vol. 39, Issue 1 (Autumn 1970), pp. 30-50",39 UMKC L. Rev. 30 (1970-1971),1,na,na,na
