Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
In Defense of Property [article],"Carpenter, Kristen A. (Cited 311 times); Katyal, Sonia K. (Cited 521 times); Riley, Angela R. (Cited 532 times)",2480,"Yale Law Journal, Vol. 118, Issue 6 (April 2009), pp. 1022-1125",118 Yale L. J. 1022 (2008-2009),83,4,114,na
Property Outlaws [article],"Penalver, Eduardo Moises (Cited 213 times); Katyal, Sonia K. (Cited 521 times)",2480,"University of Pennsylvania Law Review, Vol. 155, Issue 5 (May 2007), pp. 1095-1186",155 U. Pa. L. Rev. 1095 (2006-2007),70,na,13,na
Exporting Identity [article],"Katyal, Sonia (Cited 521 times)",2480,"Yale Journal of Law and Feminism, Vol. 14, Issue 1 (2002), pp. 97-176",14 Yale J.L. & Feminism 97 (2002),58,na,30,na
Semiotic Disobedience [article],"Katyal, Sonia K. (Cited 521 times)",2480,"Washington University Law Review, Vol. 84, Issue 3 (2006), pp. 489-572",84 Wash. U. L. Rev. 489 (2006),41,na,49,na
Privacy vs. Piracy [article],"Katyal, Sonia K. (Cited 521 times)",2480,"Yale Journal of Law and Technology, Vol. 7, Issue 1 (2004-2005), pp. 222-345",7 Yale J.L. & Tech. 222 (2004-2005),38,na,22,na
Trademark Intersectionality [article],"Katyal, Sonia K. (Cited 521 times)",2480,"UCLA Law Review , Vol. 57, Issue 6 (August 2010), pp. 1601-1700",57 UCLA L. Rev. 1601 (2009-2010),36,na,103,na
The New Surveillance [article],"Katyal, Sonia K. (Cited 521 times)",2480,"Case Western Reserve Law Review, Vol. 54, Issue 2 (Winter 2003), pp. 297-386",54 Case W. Res. L. Rev. 297 (2003-2004),34,na,14,na
"Performance, Property, and the Slashing of Gender in Fan Fiction [article]","Katyal, Sonia K. (Cited 521 times)",2480,"American University Journal of Gender, Social Policy & the Law, Vol. 14, Issue 3 (2006), pp. 461-518",14 Am. U. J. Gender Soc. Pol'y & L. 461 (2006),25,na,42,na
Sexuality and Sovereignty: The Global Limits and Possibilities of Lawrence [article],"Katyal, Sonia K. (Cited 521 times)",2480,"William & Mary Bill of Rights Journal, Vol. 14, Issue 4 (April 2006), pp. 1429-1492",na,24,na,4,na
Stealth Marketing and Antibranding: The Love that Dare Not Speak Its Name [article],"Katyal, Sonia K. (Cited 521 times)",2480,"Buffalo Law Review, Vol. 58, Issue 4 (July 2010), pp. 795-850",58 Buff. L. Rev. 795 (2010),18,na,62,na
"Filtering, Piracy Surveillance and Disobedience [article]","Katyal, Sonia K. (Cited 521 times)",2480,"Columbia Journal of Law and the Arts , Vol. 32, Issue 4 (2008-2009), pp. 401-426",32 Colum. J.L. & Arts 401 (2008-2009),15,na,15,na
The Dissident Citizen [article],"Katyal, Sonia K. (Cited 521 times)",2480,"UCLA Law Review , Vol. 57, Issue 5 (June 2010), pp. 1415-1476",na,15,na,21,na
Ending the Revolution [reviews],"Katyal, Sonia K. (Cited 521 times)",2480,"Texas Law Review, Vol. 80, Issue 6 (May 2002), pp. 1465-1486",na,12,na,2,na
Introduction [comments],"Lenhardt, R. A. (Cited 391 times); Cooper, Elizabeth B. (Cited 107 times); Foster, Sheila R. (Cited 259 times); Katyal, Sonia K. (Cited 521 times)",2480,"Fordham Law Review , Vol. 76, Issue 6 (May 2008), pp. 2669-2684",na,11,na,6,na
The Unending Search for the Optimal Infringement Filter [comments],"Katyal, Sonia K. (Cited 521 times); Schultz, Jason M. (Cited 24 times)",2480,"Columbia Law Review Sidebar, Vol. 112, pp. 83-107",na,9,na,11,na
Trademark Cosmopolitanism [article],"Katyal, Sonia K. (Cited 521 times)",2480,"U.C. Davis Law Review, Vol. 47, Issue 3 (February 2014), pp. 875-934",47 U.C.D. L. Rev. 875 (2013-2014),6,na,40,na
Encouraging Engaged Scholarship: Perspectives from an Associate Dean for Research [article],"Katyal, Sonia K. (Cited 521 times)",2480,"Touro Law Review, Vol. 31, Issue 1 (2014), pp. 53-74",na,5,na,5,na
Technoheritage [article],"Katyal, Sonia K. (Cited 521 times)",2480,"California Law Review, Vol. 105, Issue 4 (August 2017), pp. 1111-1172",105 Calif. L. Rev. 1111 (August 2017),4,na,48,na
The Numerus Clausus of Sex [article],"Katyal, Sonia K. (Cited 521 times)",2480,"University of Chicago Law Review, Vol. 84, Issue 1 (Winter 2017), pp. 389-494",84 U. Chi. L. Rev. 389 (Winter 2017),4,na,60,na
