Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Anti-Spoofing Provision of the Dodd-Frank Act: New White Collar Crime or Spoof of a Law, The [article]","Miller, Jan Paul; Sherman, Steve; Musa, Amina",7237,"St. Louis Bar Journal, Vol. 62, Issue 3 (Winter 2016), pp. 12-17",62 St. Louis B. J. 12 (2015-2016),na,na,3,na
